,phases,bus1,kV,kW,pf,model,yearly,daily,duty,growth,conn,kvar,Rneut,Xneut,status,class,Vminpu,Vmaxpu,Vminnorm,Vminemerg,xfkVA,allocationfactor,kVA,%mean,%stddev,CVRwatts,CVRvars,kwh,kwhdays,Cfactor,CVRcurve,NumCust,ZIPV,%SeriesRL,RelWeight,Vlowpu,puXharm,XRharm,spectrum,basefreq,enabled,like
Load.load_p1rlv1969_1,1,p1rlv1969.1,0.12,9.66669925399557,0.9774,1,res_kw_46_pu,,,,wye,2.0902214801679,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,9.89010112705395,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1969_2,1,p1rlv1969.2,0.12,9.66669925399557,0.9774,1,res_kw_46_pu,,,,wye,2.0902214801679,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,9.89010112705395,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1970_1,1,p1rlv1970.1,0.12,3.68440202534425,0.9309,1,res_kw_1258_pu,,,,wye,1.44514913971559,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.95768547517125,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1970_2,1,p1rlv1970.2,0.12,3.68440202534425,0.9309,1,res_kw_1258_pu,,,,wye,1.44514913971559,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.95768547517125,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1971_1,1,p1rlv1971.1,0.12,3.7898843319652,0.9667,1,res_kw_670_pu,,,,wye,1.00365767155824,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.92052955241419,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1971_2,1,p1rlv1971.2,0.12,3.7898843319652,0.9667,1,res_kw_670_pu,,,,wye,1.00365767155824,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.92052955241419,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1972_1,1,p1rlv1972.1,0.12,5.23467862101221,0.9831,1,res_kw_929_pu,,,,wye,0.975404526636466,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.32477926827631,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1972_2,1,p1rlv1972.2,0.12,5.23467862101221,0.9831,1,res_kw_929_pu,,,,wye,0.975404526636466,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.32477926827631,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1973_1,1,p1rlv1973.1,0.12,1.07594874218897,0.9087,1,res_kw_366_pu,,,,wye,0.494283017694212,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,1.18405295379849,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1973_2,1,p1rlv1973.2,0.12,1.07594874218897,0.9087,1,res_kw_366_pu,,,,wye,0.494283017694212,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,1.18405295379849,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1974_1,1,p1rlv1974.1,0.12,7.08853008360088,0.9383,1,res_kw_267_pu,,,,wye,2.61344763196007,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,7.55495647049752,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1974_2,1,p1rlv1974.2,0.12,7.08853008360088,0.9383,1,res_kw_267_pu,,,,wye,2.61344763196007,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,7.55495647049752,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1975_1,1,p1rlv1975.1,0.12,4.79262430074948,0.974,1,res_kw_898_pu,,,,wye,1.11394072650677,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.92037718374363,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1975_2,1,p1rlv1975.2,0.12,4.79262430074948,0.974,1,res_kw_898_pu,,,,wye,1.11394072650677,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.92037718374363,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1976_1,1,p1rlv1976.1,0.12,3.7898843319652,0.9667,1,res_kw_670_pu,,,,wye,1.00365767155824,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.92052955241419,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1976_2,1,p1rlv1976.2,0.12,3.7898843319652,0.9667,1,res_kw_670_pu,,,,wye,1.00365767155824,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.92052955241419,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1977_1,1,p1rlv1977.1,0.12,5.67534636933963,0.977,1,res_kw_1186_pu,,,,wye,1.23898522609058,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.80901375471321,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1977_2,1,p1rlv1977.2,0.12,5.67534636933963,0.977,1,res_kw_1186_pu,,,,wye,1.23898522609058,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.80901375471321,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1978_1,1,p1rlv1978.1,0.12,2.40000228705824,0.9207,1,res_kw_1205_pu,,,,wye,1.01737872625297,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.60673559275138,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1978_2,1,p1rlv1978.2,0.12,2.40000228705824,0.9207,1,res_kw_1205_pu,,,,wye,1.01737872625297,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.60673559275138,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1979_1,1,p1rlv1979.1,0.12,4.78864959123814,0.9779,1,res_kw_512_pu,,,,wye,1.02365137570597,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.89683847463339,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1979_2,1,p1rlv1979.2,0.12,4.78864959123814,0.9779,1,res_kw_512_pu,,,,wye,1.02365137570597,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.89683847463339,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1980_1,1,p1rlv1980.1,0.12,3.62971403926286,0.9492,1,res_kw_203_pu,,,,wye,1.2034402112399,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.82401521294713,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1980_2,1,p1rlv1980.2,0.12,3.62971403926286,0.9492,1,res_kw_203_pu,,,,wye,1.2034402112399,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.82401521294713,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1981_1,1,p1rlv1981.1,0.12,4.47196545449904,0.9711,1,res_kw_1157_pu,,,,wye,1.09924699871443,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.605086208793,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1981_2,1,p1rlv1981.2,0.12,4.47196545449904,0.9711,1,res_kw_1157_pu,,,,wye,1.09924699871443,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.605086208793,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1982_1,1,p1rlv1982.1,0.12,3.36419092077121,0.964,1,res_kw_523_pu,,,,wye,0.928426624446149,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.48995079454996,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1982_2,1,p1rlv1982.2,0.12,3.36419092077121,0.964,1,res_kw_523_pu,,,,wye,0.928426624446149,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.48995079454996,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1983_1,1,p1rlv1983.1,0.12,4.79262430074948,0.974,1,res_kw_898_pu,,,,wye,1.11394072650677,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.92037718374363,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1983_2,1,p1rlv1983.2,0.12,4.79262430074948,0.974,1,res_kw_898_pu,,,,wye,1.11394072650677,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.92037718374363,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1984_1,1,p1rlv1984.1,0.12,7.08853008360088,0.9383,1,res_kw_267_pu,,,,wye,2.61344763196007,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,7.55495647049752,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1984_2,1,p1rlv1984.2,0.12,7.08853008360088,0.9383,1,res_kw_267_pu,,,,wye,2.61344763196007,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,7.55495647049752,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1985_1,1,p1rlv1985.1,0.12,3.87487157501277,0.9275,1,res_kw_517_pu,,,,wye,1.56143721753325,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.17764477991367,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1985_2,1,p1rlv1985.2,0.12,3.87487157501277,0.9275,1,res_kw_517_pu,,,,wye,1.56143721753325,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.17764477991367,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1986_1,1,p1rlv1986.1,0.12,7.7216154611373,0.9752,1,res_kw_1013_pu,,,,wye,1.75360392303177,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,7.91823667545667,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1986_2,1,p1rlv1986.2,0.12,7.7216154611373,0.9752,1,res_kw_1013_pu,,,,wye,1.75360392303177,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,7.91823667545667,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1987_1,1,p1rlv1987.1,0.12,3.46952195191357,0.9646,1,res_kw_825_pu,,,,wye,0.949062068756923,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.59698504099799,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1987_2,1,p1rlv1987.2,0.12,3.46952195191357,0.9646,1,res_kw_825_pu,,,,wye,0.949062068756923,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.59698504099799,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1988_1,1,p1rlv1988.1,0.12,8.07915978334406,0.9906,1,res_kw_779_pu,,,,wye,1.11427890187795,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,8.1556385572176,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1988_2,1,p1rlv1988.2,0.12,8.07915978334406,0.9906,1,res_kw_779_pu,,,,wye,1.11427890187795,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,8.1556385572176,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1989_1,1,p1rlv1989.1,0.12,3.44685819142238,0.9493,1,res_kw_250_pu,,,,wye,1.14111973908183,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.63083814713597,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1989_2,1,p1rlv1989.2,0.12,3.44685819142238,0.9493,1,res_kw_250_pu,,,,wye,1.14111973908183,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.63083814713597,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1990_1,1,p1rlv1990.1,0.12,3.36419092077121,0.964,1,res_kw_523_pu,,,,wye,0.928426624446149,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.48995079454996,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1990_2,1,p1rlv1990.2,0.12,3.36419092077121,0.964,1,res_kw_523_pu,,,,wye,0.928426624446149,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.48995079454996,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1991_1,1,p1rlv1991.1,0.12,1.07594874218897,0.9087,1,res_kw_366_pu,,,,wye,0.494283017694212,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,1.18405295379849,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1991_2,1,p1rlv1991.2,0.12,1.07594874218897,0.9087,1,res_kw_366_pu,,,,wye,0.494283017694212,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,1.18405295379849,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1992_1,1,p1rlv1992.1,0.12,5.43562411999967,0.9807,1,res_kw_850_pu,,,,wye,1.08250899724116,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.54236730134608,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1992_2,1,p1rlv1992.2,0.12,5.43562411999967,0.9807,1,res_kw_850_pu,,,,wye,1.08250899724116,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.54236730134608,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1993_1,1,p1rlv1993.1,0.12,4.81761846864421,0.9734,1,res_kw_843_pu,,,,wye,1.13504262237156,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.94952214501783,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1993_2,1,p1rlv1993.2,0.12,4.81761846864421,0.9734,1,res_kw_843_pu,,,,wye,1.13504262237156,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.94952214501783,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1994_1,1,p1rlv1994.1,0.12,2.88085891627789,0.9952,1,res_kw_1036_pu,,,,wye,0.283507394975064,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.89477538653751,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1994_2,1,p1rlv1994.2,0.12,2.88085891627789,0.9952,1,res_kw_1036_pu,,,,wye,0.283507394975064,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.89477538653751,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1995_1,1,p1rlv1995.1,0.12,2.40000228705824,0.9207,1,res_kw_1205_pu,,,,wye,1.01737872625297,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.60673559275138,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1995_2,1,p1rlv1995.2,0.12,2.40000228705824,0.9207,1,res_kw_1205_pu,,,,wye,1.01737872625297,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.60673559275138,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1996_1,1,p1rlv1996.1,0.12,6.13948892445232,0.9863,1,res_kw_421_pu,,,,wye,1.02825756313256,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,6.22500103370369,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1996_2,1,p1rlv1996.2,0.12,6.13948892445232,0.9863,1,res_kw_421_pu,,,,wye,1.02825756313256,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,6.22500103370369,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1997_1,1,p1rlv1997.1,0.12,1.07594874218897,0.9087,1,res_kw_366_pu,,,,wye,0.494283017694212,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,1.18405295379849,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1997_2,1,p1rlv1997.2,0.12,1.07594874218897,0.9087,1,res_kw_366_pu,,,,wye,0.494283017694212,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,1.18405295379849,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1998_1,1,p1rlv1998.1,0.12,7.08853008360088,0.9383,1,res_kw_267_pu,,,,wye,2.61344763196007,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,7.55495647049752,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1998_2,1,p1rlv1998.2,0.12,7.08853008360088,0.9383,1,res_kw_267_pu,,,,wye,2.61344763196007,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,7.55495647049752,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1999_1,1,p1rlv1999.1,0.12,4.79262430074948,0.974,1,res_kw_898_pu,,,,wye,1.11394072650677,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.92037718374363,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1999_2,1,p1rlv1999.2,0.12,4.79262430074948,0.974,1,res_kw_898_pu,,,,wye,1.11394072650677,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.92037718374363,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv2000_1,1,p1rlv2000.1,0.12,3.87487157501277,0.9275,1,res_kw_517_pu,,,,wye,1.56143721753325,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.17764477991367,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv2000_2,1,p1rlv2000.2,0.12,3.87487157501277,0.9275,1,res_kw_517_pu,,,,wye,1.56143721753325,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.17764477991367,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv2001_1,1,p1rlv2001.1,0.12,5.44833756348596,0.9897,1,res_kw_224_pu,,,,wye,0.788474983861207,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.50509536755423,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv2001_2,1,p1rlv2001.2,0.12,5.44833756348596,0.9897,1,res_kw_224_pu,,,,wye,0.788474983861207,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.50509536755423,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv2002_1,1,p1rlv2002.1,0.12,3.36419092077121,0.964,1,res_kw_523_pu,,,,wye,0.928426624446149,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.48995079454996,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv2002_2,1,p1rlv2002.2,0.12,3.36419092077121,0.964,1,res_kw_523_pu,,,,wye,0.928426624446149,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.48995079454996,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv2003_1,1,p1rlv2003.1,0.12,2.40000228705824,0.9207,1,res_kw_1205_pu,,,,wye,1.01737872625297,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.60673559275138,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv2003_2,1,p1rlv2003.2,0.12,2.40000228705824,0.9207,1,res_kw_1205_pu,,,,wye,1.01737872625297,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.60673559275138,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv2004_1,1,p1rlv2004.1,0.12,3.7898843319652,0.9667,1,res_kw_670_pu,,,,wye,1.00365767155824,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.92052955241419,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv2004_2,1,p1rlv2004.2,0.12,3.7898843319652,0.9667,1,res_kw_670_pu,,,,wye,1.00365767155824,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.92052955241419,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv2005_1,1,p1rlv2005.1,0.12,5.47420581435027,0.9677,1,res_kw_616_pu,,,,wye,1.42655615644843,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.65703029560274,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv2005_2,1,p1rlv2005.2,0.12,5.47420581435027,0.9677,1,res_kw_616_pu,,,,wye,1.42655615644843,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.65703029560274,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv2006_1,1,p1rlv2006.1,0.12,6.4848253252046,0.9693,1,res_kw_1115_pu,,,,wye,1.64404193940843,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,6.6899800744807,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv2006_2,1,p1rlv2006.2,0.12,6.4848253252046,0.9693,1,res_kw_1115_pu,,,,wye,1.64404193940843,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,6.6899800744807,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv2007_1,1,p1rlv2007.1,0.12,3.62971403926286,0.9492,1,res_kw_203_pu,,,,wye,1.2034402112399,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.82401521294713,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv2007_2,1,p1rlv2007.2,0.12,3.62971403926286,0.9492,1,res_kw_203_pu,,,,wye,1.2034402112399,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.82401521294713,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv2008_1,1,p1rlv2008.1,0.12,2.09037476515964,0.9346,1,res_kw_1223_pu,,,,wye,0.795707638826352,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.23669785740113,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv2008_2,1,p1rlv2008.2,0.12,2.09037476515964,0.9346,1,res_kw_1223_pu,,,,wye,0.795707638826352,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.23669785740113,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv2009_1,1,p1rlv2009.1,0.12,5.21431791057526,0.9987,1,com_kw_13828_pu,,,,wye,0.264984035933683,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.22104662034785,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv2009_2,1,p1rlv2009.2,0.12,5.21431791057526,0.9987,1,com_kw_13828_pu,,,,wye,0.264984035933683,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.22104662034785,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv2010_1,1,p1rlv2010.1,0.12,4.58923141148364,0.9992,1,com_kw_13515_pu,,,,wye,0.187171568278937,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.59304671695381,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv2010_2,1,p1rlv2010.2,0.12,4.58923141148364,0.9992,1,com_kw_13515_pu,,,,wye,0.187171568278937,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.59304671695381,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv2011_1,1,p1rlv2011.1,0.12,4.94126091567343,0.9983,1,com_kw_15212_pu,,,,wye,0.287270460851012,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.94960440383263,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv2011_2,1,p1rlv2011.2,0.12,4.94126091567343,0.9983,1,com_kw_15212_pu,,,,wye,0.287270460851012,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.94960440383263,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv2012_1,1,p1rlv2012.1,0.12,1.07594874218897,0.9087,1,res_kw_366_pu,,,,wye,0.494283017694212,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,1.18405295379849,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv2012_2,1,p1rlv2012.2,0.12,1.07594874218897,0.9087,1,res_kw_366_pu,,,,wye,0.494283017694212,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,1.18405295379849,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv2013_1,1,p1rlv2013.1,0.12,1.07594874218897,0.9087,1,res_kw_366_pu,,,,wye,0.494283017694212,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,1.18405295379849,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv2013_2,1,p1rlv2013.2,0.12,1.07594874218897,0.9087,1,res_kw_366_pu,,,,wye,0.494283017694212,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,1.18405295379849,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
