,phases,windings,wdg,bus,conn,kV,kVA,tap,%R,Rneut,Xneut,buses,conns,kVs,kVAs,taps,XHL,XHT,XLT,Xscarray,thermal,n,m,flrise,hsrise,%loadloss,%noloadloss,normhkVA,emerghkVA,sub,MaxTap,MinTap,NumTaps,subname,%imag,ppm_antifloat,%Rs,bank,XfmrCode,XRConst,X12,X13,X23,LeadLag,WdgCurrents,Core,RdcOhms,Seasons,Ratings,normamps,emergamps,faultrate,pctperm,repair,basefreq,enabled,like
Transformer.tr(r:p2udt4224-p2udt4224lv),1,3,3,p2udt4224lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['p2udt4224.1', 'p2udt4224lv.1.0', 'p2udt4224lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.9049746, (-26.881), 26.44875, (152.34), 26.44233, (152.37), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:p2udt4228-p2udt4228lv),1,3,3,p2udt4228lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt4228.3', 'p2udt4228lv.1.0', 'p2udt4228lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"1.479114, (94.312), 43.28288, (-86.395), 43.2722, (-86.365), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt4616-p2udt4616lv),1,3,3,p2udt4616lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['p2udt4616.3', 'p2udt4616lv.1.0', 'p2udt4616lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.081133, (108.34), 31.66301, (-71.957), 31.65856, (-71.921), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:p2udt5152-p2udt5152lv),1,3,3,p2udt5152lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['p2udt5152.2', 'p2udt5152lv.1.0', 'p2udt5152lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.8298883, (-151.64), 24.2287, (27.372), 24.22253, (27.397), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:p2udt5495-p2udt5495lv),1,3,3,p2udt5495lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt5495.2', 'p2udt5495lv.1.0', 'p2udt5495lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"3.102399, (-135.46), 91.91207, (44.313), 91.88256, (44.379), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt5524-p2udt5524lv),1,3,3,p2udt5524lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt5524.2', 'p2udt5524lv.1.0', 'p2udt5524lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"1.505299, (-151.95), 44.13474, (27.199), 44.12134, (27.229), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt5525-p2udt5525lv),1,3,3,p2udt5525lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['p2udt5525.2', 'p2udt5525lv.1.0', 'p2udt5525lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.8272074, (-150.67), 24.14126, (28.37), 24.13528, (28.394), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:p2udt5526-p2udt5526lv),1,3,3,p2udt5526lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt5526.3', 'p2udt5526lv.1.0', 'p2udt5526lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"2.019782, (97.831), 59.47499, (-82.627), 59.45725, (-82.585), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt5527-p2udt5527lv),1,3,3,p2udt5527lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt5527.2', 'p2udt5527lv.1.0', 'p2udt5527lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"2.120577, (-138.66), 62.47131, (40.961), 62.45479, (41.006), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt5528-p2udt5528lv),1,3,3,p2udt5528lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['p2udt5528.2', 'p2udt5528lv.1.0', 'p2udt5528lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.076013, (-150.41), 31.60492, (28.853), 31.59485, (28.885), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:p2udt5529-p2udt5529lv),1,3,3,p2udt5529lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt5529.1', 'p2udt5529lv.1.0', 'p2udt5529lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"1.986162, (-20.96), 58.45551, (158.6), 58.43942, (158.64), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt5530-p2udt5530lv),1,3,3,p2udt5530lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt5530.2', 'p2udt5530lv.1.0', 'p2udt5530lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"2.520998, (-150.36), 74.59782, (29.148), 74.5615, (29.197), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt5531-p2udt5531lv),3,2,2,p2udt5531lv,wye ,0.48,75,1,0.87204,-1,0,"['p2udt5531', 'p2udt5531lv']","['delta', 'wye']","['12.47', '0.48']","['75', '75']","['1', '1']",3.24,35,30,['3.24'],2,.8,.8,65,15,1.74408,0.6,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.87204', '0.87204']",,,NO,3.24,35,30,Lag,"0.2567597, (-60.056), 11.07638, (118.52), 0.2567691, (179.95), 11.07683, (-1.4769), 0.2567585, (59.947), 11.07632, (-121.48), ",shell,0.007590236,1,['1100'],3.8197,5.2087,0.007,100,36,60,True,
Transformer.tr(r:p2udt5532-p2udt5532lv),3,2,2,p2udt5532lv,wye ,0.48,100,1,0.805475,-1,0,"['p2udt5532', 'p2udt5532lv']","['delta', 'wye']","['12.47', '0.48']","['100', '100']","['1', '1']",3.29,35,30,['3.29'],2,.8,.8,65,15,1.61095,0.62,110,150,n,1.1,0.9,32,,0,1,"['0.805475', '0.805475']",,,NO,3.29,35,30,Lag,"0.4870692, (-55.671), 21.23053, (123.45), 0.487093, (-175.67), 21.23163, (3.4532), 0.4870628, (64.333), 21.23023, (-116.55), ",shell,0.005258141,1,['1100'],5.0929,6.9449,0.007,100,36,60,True,
Transformer.tr(r:p2udt5533-p2udt5533lv),1,3,3,p2udt5533lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['p2udt5533.3', 'p2udt5533lv.1.0', 'p2udt5533lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.9467479, (87.315), 27.98758, (-93.264), 27.97073, (-93.21), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:p2udt5792-p2udt5792lv),1,3,3,p2udt5792lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt5792.2', 'p2udt5792lv.1.0', 'p2udt5792lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"2.801279, (-142.75), 82.93464, (36.901), 82.90004, (36.958), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt5793-p2udt5793lv),1,3,3,p2udt5793lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt5793.1', 'p2udt5793lv.1.0', 'p2udt5793lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"2.355202, (-27.751), 69.59528, (151.77), 69.56603, (151.81), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt5801-p2udt5801lv),1,3,3,p2udt5801lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt5801.2', 'p2udt5801lv.1.0', 'p2udt5801lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"2.782254, (-144.27), 82.37648, (35.361), 82.34076, (35.418), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt5802-p2udt5802lv),1,3,3,p2udt5802lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt5802.2', 'p2udt5802lv.1.0', 'p2udt5802lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"3.391133, (-127.57), 100.537, (52.303), 100.5192, (52.377), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt5872-p2udt5872lv),1,3,3,p2udt5872lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt5872.2', 'p2udt5872lv.1.0', 'p2udt5872lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"1.412726, (-150.04), 41.33532, (29.112), 41.32417, (29.14), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt5873-p2udt5873lv),1,3,3,p2udt5873lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt5873.2', 'p2udt5873lv.1.0', 'p2udt5873lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"2.215152, (-141.08), 65.32825, (38.522), 65.30808, (38.568), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt5874-p2udt5874lv),1,3,3,p2udt5874lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['p2udt5874.3', 'p2udt5874lv.1.0', 'p2udt5874lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.451126, (94.99), 42.82591, (-85.474), 42.81048, (-85.429), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:p2udt5875-p2udt5875lv),1,3,3,p2udt5875lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt5875.1', 'p2udt5875lv.1.0', 'p2udt5875lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"1.941111, (-20.191), 57.09856, (159.37), 57.0838, (159.41), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt5876-p2udt5876lv),1,3,3,p2udt5876lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt5876.3', 'p2udt5876lv.1.0', 'p2udt5876lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"1.89643, (104.98), 55.72229, (-75.353), 55.71158, (-75.312), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt5877-p2udt5877lv),1,3,3,p2udt5877lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt5877.1', 'p2udt5877lv.1.0', 'p2udt5877lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"1.950014, (-13.741), 57.32326, (165.96), 57.31278, (166), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt5878-p2udt5878lv),1,3,3,p2udt5878lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt5878.1', 'p2udt5878lv.1.0', 'p2udt5878lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"3.761748, (-16.775), 111.7097, (163.01), 111.6631, (163.09), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt5879-p2udt5879lv),1,3,3,p2udt5879lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt5879.1', 'p2udt5879lv.1.0', 'p2udt5879lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"2.395609, (-20.301), 70.73741, (159.34), 70.71464, (159.39), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt5880-p2udt5880lv),1,3,3,p2udt5880lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt5880.3', 'p2udt5880lv.1.0', 'p2udt5880lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"2.232243, (98.334), 65.84587, (-82.076), 65.82468, (-82.029), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt5881-p2udt5881lv),1,3,3,p2udt5881lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt5881.2', 'p2udt5881lv.1.0', 'p2udt5881lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"2.786519, (-134.77), 82.42892, (44.989), 82.40609, (45.049), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt5882-p2udt5882lv),1,3,3,p2udt5882lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt5882.3', 'p2udt5882lv.1.0', 'p2udt5882lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"2.517148, (107.81), 74.33106, (-72.414), 74.31554, (-72.359), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt5883-p2udt5883lv),3,2,2,p2udt5883lv,wye ,0.48,75,1,0.87204,-1,0,"['p2udt5883', 'p2udt5883lv']","['delta', 'wye']","['12.47', '0.48']","['75', '75']","['1', '1']",3.24,35,30,['3.24'],2,.8,.8,65,15,1.74408,0.6,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.87204', '0.87204']",,,NO,3.24,35,30,Lag,"0.2640949, (-60.213), 11.4072, (118.4), 0.2641115, (179.78), 11.40798, (-1.6039), 0.2641133, (59.789), 11.40807, (-121.6), ",shell,0.007590236,1,['1100'],3.8197,5.2087,0.007,100,36,60,True,
Transformer.tr(r:p2udt5884-p2udt5884lv),1,3,3,p2udt5884lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['p2udt5884.2', 'p2udt5884lv.1.0', 'p2udt5884lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.340322, (-149.91), 39.53311, (29.507), 39.51767, (29.546), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:p2udt5885-p2udt5885lv),1,3,3,p2udt5885lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt5885.3', 'p2udt5885lv.1.0', 'p2udt5885lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"1.448995, (89.626), 42.42717, (-91.215), 42.41531, (-91.186), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt5892-p2udt5892lv),1,3,3,p2udt5892lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt5892.3', 'p2udt5892lv.1.0', 'p2udt5892lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"1.798719, (98.494), 52.83582, (-82.003), 52.82223, (-81.965), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt5893-p2udt5893lv),1,3,3,p2udt5893lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt5893.3', 'p2udt5893lv.1.0', 'p2udt5893lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"2.63161, (103.12), 77.79443, (-77.166), 77.77147, (-77.11), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt5894-p2udt5894lv),1,3,3,p2udt5894lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['p2udt5894.3', 'p2udt5894lv.1.0', 'p2udt5894lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.938141, (110.83), 57.36967, (-69.324), 57.35876, (-69.261), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:p2udt5895-p2udt5895lv),1,3,3,p2udt5895lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['p2udt5895.2', 'p2udt5895lv.1.0', 'p2udt5895lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.915037, (-143.22), 56.73751, (36.441), 56.71262, (36.499), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:p2udt5896-p2udt5896lv),1,3,3,p2udt5896lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt5896.2', 'p2udt5896lv.1.0', 'p2udt5896lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"2.027282, (-140.42), 59.68538, (39.152), 59.66902, (39.195), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt5897-p2udt5897lv),1,3,3,p2udt5897lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt5897.2', 'p2udt5897lv.1.0', 'p2udt5897lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"1.922487, (-135.05), 56.50365, (44.611), 56.49258, (44.652), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
