[GENERAL]
DATE=June 15, 2021 at 11:38:55
CYME_VERSION=8.02

[SI]

[NODE]
FORMAT_NODE=NodeID,CoordX,CoordY
p4udt21-p4udt9x_p4udt21,14,551200.9999999995,4184650.999999998
p4udt21-p4udt9x_p4udt21,15,551200.9999999995,4184645.9999999995
p4udt21-p4udt9x_p4udt21,16,551197.0000000007,4184640.9999999995
p4udt21-p4udt9x_p4udt21,17,551191.0000000005,4184640.0000000005
p4udt21-p4udt9x_p4udt21,18,551187.0000000007,4184637.0000000005
p4udt21-p4udt9x_p4udt21,19,551184.0000000003,4184632.0
p4udt21-p4udt9x_p4udt21,20,551179.9999999991,4184626.000000001
p4udt21-p4udt9x_p4udt21,21,551170.0000000003,4184624.000000001
p4udt21-p4udt9x_p4udt21,22,551168.0000000006,4184613.0000000005
p4udt21-p4udt9x_p4udt21,23,551169.999999999,4184603.999999999
p4udt21-p4udt9x_p4udt21,24,551167.0000000007,4184599.0
p4udt21-p4udt9x_p4udt21,25,551163.9999999999,4184594.999999999
p4udt21-p4udt9x_p4udt21,26,551158.9999999995,4184594.0
p4udt21-p4udt9x_p4udt21,27,551153.9999999995,4184593.0
p4udt21-p4udt9x_p4udt21,28,551142.0000000006,4184594.0
p4udt15-p4udt9x_p4udt9,0,551132.0000000001,4184789.0
p4udt15-p4udt9x_p4udt9,1,551151.0000000009,4184789.0000000005
p4udt15-p4udt22x_p4udt15,0,551093.9999999998,4184790.0000000005
p4udt15-p4udt22x_p4udt15,1,551113.0000000009,4184790.0
p4udt22-p4udt5x_p4udt22,0,551074.3860593876,4184791.7893522177
p4udt18-p4udt5x_p4udt5,0,551002.999999999,4184734.999999999
p4udt18-p4udt27x_p4udt18,0,551013.9999999998,4184664.0
p4udt18-p4udt27x_p4udt18,1,551011.0000000007,4184682.0
p4udt18-p4udt27x_p4udt18,2,551008.0000000006,4184699.0
p4udt18-p4udt27x_p4udt18,3,551005.0000000001,4184716.9999999995
p4udt27-p4udt4x_p4udt27,0,550949.5661390846,4184621.95237412
p4udt27-p4udt4x_p4udt27,1,550959.8009925623,4184622.9900743803
p4udt27-p4udt4x_p4udt27,2,550969.6077677298,4184624.961161351
p4udt27-p4udt4x_p4udt27,3,550978.5661390848,4184626.9523741193
p4udt27-p4udt4x_p4udt27,4,550986.9999999994,4184626.0
p4udt27-p4udt4x_p4udt27,5,550995.9999999992,4184625.0
p4udt27-p4udt4x_p4udt27,6,551007.9999999998,4184627.0
p4udt27-p4udt4x_p4udt27,7,551019.8356010121,4184629.9863939234
p4udt27-p4udt4x_p4udt27,8,551016.9999999998,4184647.000000001
p4udt6lv_p4ulv7,0,550080.0000000008,4184577.999999999
p4udt6lv_p4ulv7,1,550082.0000000007,4184604.0000000014
p4udt3lv_p4ulv4,0,549998.9999999994,4184565.0
p4udt3lv_p4ulv4,1,549981.9999999994,4184588.9999999986
p4udt3-p4udt6x_p4udt3,0,550064.0,4184576.0000000005
p4udt3-p4udt6x_p4udt3,1,550044.0000000001,4184571.999999999
p4udt3-p4udt6x_p4udt3,2,550025.0000000002,4184569.0000000005
p4udt3-p4udt6x_p4udt3,3,550012.0000000005,4184567.0000000005
p4udt3-p4udt6x_p4udt3,4,549998.9999999994,4184565.0
p4udt28lv_p4ulv39,0,550029.9999999991,4184537.0
p4udt28lv_p4ulv39,1,550034.0000000005,4184533.0000000005
p4udt28-p4udt6x_p4udt28,0,550064.1240347349,4184575.0077221226
p4udt28-p4udt6x_p4udt28,1,550044.1961161342,4184571.019419324
p4udt28-p4udt6x_p4udt28,2,550025.1559625724,4184568.012237034
p4udt28-p4udt6x_p4udt28,3,550027.0000000003,4184552.9999999986
p4udt28-p4udt6x_p4udt28,4,550029.9999999991,4184537.0
p4udt2-p4udt6x_p4udt6,0,550154.000000001,4184556.9999999995
p4udt2-p4udt6x_p4udt6,1,550150.9999999991,4184574.0000000005
p4udt2-p4udt6x_p4udt6,2,550148.0000000006,4184590.0
p4udt2-p4udt6x_p4udt6,3,550133.9999999994,4184587.9999999995
p4udt2-p4udt6x_p4udt6,4,550119.9999999998,4184584.9999999995
p4udt2-p4udt6x_p4udt6,5,550107.0000000006,4184583.0000000005
p4udt2-p4udt6x_p4udt6,6,550092.9999999998,4184580.9999999995
p4udt2-p4udt6x_p4udt6,7,550080.0000000008,4184577.999999999
p4udt14lv_p4ulv16,0,551141.9999999995,4184999.9999999986
p4udt14lv_p4ulv16,1,551132.0000000002,4184983.0000000005
p4udt2-p4udt26x_b2_1_p4udt2,0,550207.0,4184518.999999999
p4udt2-p4udt26x_b2_1_p4udt2,1,550202.0000000007,4184502.0
p4udt2-p4udt26x_b2_1_p4udt2,2,550200.000000001,4184497.000000001
p4udt2-p4udt26x_b2_1_p4udt2,3,550194.0000000009,4184489.000000001
p4udt2-p4udt26x_b2_1_p4udt2,4,550189.0000000007,4184479.9999999995
p4udt2-p4udt26x_b2_1_p4udt2,5,550183.0000000008,4184472.0000000005
p4udt2-p4udt26x_b2_1_p4udt2,6,550179.0000000007,4184463.9999999995
p4udt2-p4udt26x_b2_1_p4udt2,7,550175.9999999993,4184456.9999999995
p4udt2-p4udt26x_b2_1_p4udt2,8,550174.0000000006,4184448.999999999
p4udt2-p4udt26x_b2_1_p4udt2,9,550172.9999999995,4184442.0
p4udt2-p4udt26x_b2_1_p4udt2,10,550173.0000000003,4184427.9999999986
p4udt2-p4udt26x_b2_1_p4udt2,11,550174.0000000006,4184422.000000001
p4udt2-p4udt26x_b2_1_p4udt2,12,550173.9999999991,4184415.999999999
p4udt2-p4udt26x_b2_1_p4udt2,13,550173.0000000002,4184404.999999999
p4udt2-p4udt26x_b2_1_p4udt2,14,550170.0000000006,4184399.0
p4udt2-p4udt26x_b2_1_p4udt2,15,550165.0000000002,4184392.9999999995
p4udt2-p4udt26x_b2_1_p4udt2,16,550159.9999999992,4184387.9999999995
p4udt2-p4udt26x_b2_1_p4udt2,17,550152.0000000005,4184383.9999999995
p4udt2-p4udt26x_b2_1_p4udt2,18,550135.999999999,4184379.0000000014
p4udt2-p4udt26x_b2_1_p4udt2,19,550123.9999999993,4184374.0
p4udt2-p4udt26x_b2_1_p4udt2,20,550111.0000000003,4184367.9999999995
p4udt2-p4udt26x_b2_1_p4udt2,21,550104.000000001,4184363.9999999995
p4udt2-p4udt26x_b2_1_p4udt2,22,550096.0000000003,4184358.9999999995
p4udt2-p4udt26x_b2_1_p4udt2,23,550083.0000000006,4184345.999999999
p4udt2-p4udt26x_b2_1_p4udt2,24,550081.0000000003,4184339.000000001
p4udt2-p4udt26x_b2_1_p4udt2,25,550081.000000001,4184334.0
p4udt2-p4udt26x_b2_1_p4udt2,26,550081.0000000007,4184327.999999999
p4udt2-p4udt26x_b2_1_p4udt2,27,550071.9999999999,4184320.0
p4udt2-p4udt26x_b2_1_p4udt2,28,550067.9999999995,4184315.0000000005
p4udt2-p4udt26x_b2_1_p4udt2,29,550063.9999999995,4184310.000000001
p4udt2-p4udt26x_b2_1_p4udt2,30,550060.9999999995,4184305.9999999995
p4udt2-p4udt26x_b2_1_p4udt2,31,550057.9999999995,4184300.9999999986
p4udt2-p4udt26x_b2_1_p4udt2,32,550054.9999999999,4184295.999999999
p4udt2-p4udt26x_b2_1_p4udt2,33,550052.0000000005,4184289.0000000014
p4udt2-p4udt26x_b2_1_p4udt2,34,550050.0000000002,4184285.0
p4udt2-p4udt26x_b2_1_p4udt2,35,550048.0000000003,4184278.999999999
p4udt2-p4udt26x_b2_1_p4udt2,36,550046.0000000002,4184273.9999999995
p4udt2-p4udt26x_b2_1_p4udt2,37,550046.0000000012,4184269.000000001
p4udt2-p4udt26x_b2_1_p4udt2,38,550045.0000000012,4184264.9999999995
p4udt2-p4udt26x_b2_1_p4udt2,39,550045.9999999999,4184259.999999999
p4udt2-p4udt26x_b2_1_p4udt2,40,550046.9999999997,4184255.0
p4udt2-p4udt26x_b2_1_p4udt2,41,550047.9999999994,4184245.0
p4udt2-p4udt26x_b2_1_p4udt2,42,550048.9999999994,4184234.000000001
p4udt2-p4udt26x_b2_1_p4udt2,43,550049.0000000001,4184227.0000000005
p4udt2-p4udt26x_b2_1_p4udt2,44,550046.0,4184219.999999999
p4udt2-p4udt26x_b2_1_p4udt2,45,550044.0000000006,4184216.999999999
p4udt2-p4udt26x_b2_1_p4udt2,46,550039.9999999997,4184212.000000001
p4udt2-p4udt26x_b2_1_p4udt2,47,550033.999999999,4184220.0
p4udt2-p4udt26x_b2_1_p4udt2,48,550032.999999999,4184228.9999999995
p4udt2-p4udt26x_b2_1_p4udt2,49,550030.9999999998,4184238.0
p4udt2-p4udt26x_b2_1_p4udt2,50,550029.0,4184246.999999999
p4udt2-p4udt26x_b2_1_p4udt2,51,550026.0000000009,4184258.999999999
p4udt2-p4udt26x_b2_1_p4udt2,52,550022.0,4184270.9999999986
p4udt2-p4udt26x_b2_1_p4udt2,53,550021.0000000007,4184277.9999999995
p4udt2-p4udt26x_b2_1_p4udt2,54,550019.999999999,4184287.0
p4udt2-p4udt26x_b2_1_p4udt2,55,550017.9999999997,4184297.000000001
p4udt2-p4udt26x_b2_1_p4udt2,56,550017.0,4184306.9999999995
p4udt2-p4udt26x_b2_1_p4udt2,57,550014.9999999995,4184316.0000000005
p4udt2-p4udt26x_b2_1_p4udt2,58,550008.9999999997,4184333.9999999986
p4udt2-p4udt26x_b2_1_p4udt2,59,550006.9999999995,4184341.0
p4udt2-p4udt26x_b2_1_p4udt2,60,550005.9999999997,4184346.0
p4udt2-p4udt26x_b2_1_p4udt2,61,549995.9999999998,4184346.0
p4udt2-p4udt26x_b2_1_p4udt2,62,549993.0000000009,4184352.0000000014
p4udt2-p4udt26x_b2_1_p4udt2,63,549995.0000000009,4184363.0
p4udt2-p4udt26x_b2_1_p4udt2,64,549994.0000000002,4184369.9999999995
p4udt2-p4udt26x_b2_1_p4udt2,65,550007.9999999993,4184372.0
p4udt2-p4udt26x_b2_1_p4udt2,66,550021.9999999994,4184374.999999999
p4udt2-p4udt26x_b2_1_p4udt2,67,550035.0000000008,4184377.0000000014
p4udt2-p4udt26x_b2_1_p4udt2,68,550033.0000000002,4184392.9999999995
p4udt2-p4udt26x_b2_1_p4udt2,69,550030.0000000006,4184409.0
p4udt2-p4udt26x_b2_1_p4udt2,70,550035.9999999998,4184416.0000000005
p4udt2-p4udt26x_b2_1_p4udt2,71,550043.999999999,4184422.0000000005
p4udt2-p4udt26x_b2_1_p4udt2,72,550052.0000000007,4184428.9999999986
p4udt2-p4udt26x_b2_1_p4udt2,73,550069.0000000002,4184440.0000000005
p4udt2-p4udt26x_b2_1_p4udt2,74,550076.9999999993,4184445.0000000005
p4udt2-p4udt26x_b2_1_p4udt2,75,550086.000000001,4184450.999999999
p4udt2-p4udt26x_b2_1_p4udt2,76,550100.0000000006,4184461.0
p4udt2-p4udt26x_b2_1_p4udt2,77,550108.0000000002,4184467.000000001
p4udt2-p4udt26x_b2_1_p4udt2,78,550116.9999999994,4184472.0
p4udt2-p4udt26x_b2_1_p4udt2,79,550130.0000000002,4184480.9999999995
p4udt2-p4udt26x_b2_1_p4udt2,80,550142.9999999993,4184488.9999999995
p4udt2-p4udt26x_b2_1_p4udt2,81,550151.000000001,4184494.9999999995
p4udt2-p4udt26x_b2_1_p4udt2,82,550157.0000000005,4184501.0
p4udt2-p4udt26x_b2_1_p4udt2,83,550161.9999999994,4184508.0
p4udt2-p4udt26x_b2_1_p4udt2,84,550165.9999999998,4184517.000000001
p4udt2-p4udt26x_b2_1_p4udt2,85,550158.9999999993,4184524.0
p4udt2-p4udt26x_b2_1_p4udt2,86,550155.9999999992,4184541.0

[SOURCE]
FORMAT_SOURCE=SourceID,DeviceNumber,NodeID,NetworkID
sub_1,sub_1,st_mat,subtransmission

[HEADNODES]
FORMAT_HEADNODES=NodeID,NetworkID,EquivalentSourceConfiguration,EquivSourceCenterTapPhase
p4udt0-p4uhs0_4x,p4uhs0_4->p4udt0,0,0
p4udt6-p4uhs0_4x,p4uhs0_4->p4udt6,0,0
p4udt4-p4uhs0_4x,p4uhs0_4->p4udt4,0,0
st_mat,subtransmission,0,0

[SOURCE EQUIVALENT]
FORMAT_SOURCEEQUIVALENT=NodeID,Voltage,OperatingAngle1,OperatingAngle2,OperatingAngle3,PositiveSequenceResistance,PositiveSequenceReactance,ZeroSequenceResistance,ZeroSequenceReactance,NegativeSequenceResistance,NegativeSequenceReactance,OperatingVoltage1,OperatingVoltage2,OperatingVoltage3,ImpedanceUnit
st_mat,230.0,0.0,-120.0,120.0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,230.0,230.0,230.0,0
p4udt0-p4uhs0_4x,4.0,0.0,-120.0,120.0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2.3094010767585034,2.3094010767585034,2.3094010767585034,0
p4udt6-p4uhs0_4x,4.0,0.0,-120.0,120.0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2.3094010767585034,2.3094010767585034,2.3094010767585034,0
p4udt4-p4uhs0_4x,4.0,0.0,-120.0,120.0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2.3094010767585034,2.3094010767585034,2.3094010767585034,0

[SECTION]
FORMAT_SECTION=SectionID,FromNodeID,FromNodeIndex,ToNodeID,ToNodeIndex,Phase,SubNetworkId
FORMAT_FEEDER=NetworkID,HeadNodeID,CoordSet
FORMAT_TRANSMISSIONLINE=NetworkID,HeadNodeID,CoordSet
FORMAT_SUBSTATION=NetworkID,HeadNodeID,CoordSet
FEEDER=p4uhs0_4->p4udt0,p4udt0-p4uhs0_4x,1
p4ulv1_load_p4ulv1,p4ulv1,0,load_p4ulv1,0,B,
p4ulv2_load_p4ulv2,p4ulv2,0,load_p4ulv2,0,ABC,
p4ulv3_load_p4ulv3,p4ulv3,0,load_p4ulv3,0,ABC,
p4ulv8_load_p4ulv8,p4ulv8,0,load_p4ulv8,0,A,
p4ulv9_load_p4ulv9,p4ulv9,0,load_p4ulv9,0,ABC,
p4ulv11_load_p4ulv11,p4ulv11,0,load_p4ulv11,0,ABC,
p4ulv12_load_p4ulv12,p4ulv12,0,load_p4ulv12,0,C,
p4ulv13_load_p4ulv13,p4ulv13,0,load_p4ulv13,0,B,
p4ulv14_load_p4ulv14,p4ulv14,0,load_p4ulv14,0,B,
p4ulv15_load_p4ulv15,p4ulv15,0,load_p4ulv15,0,A,
p4ulv16_load_p4ulv16,p4ulv16,0,load_p4ulv16,0,ABC,
p4ulv19_load_p4ulv19,p4ulv19,0,load_p4ulv19,0,B,
p4ulv29_load_p4ulv29,p4ulv29,0,load_p4ulv29,0,B,
p4ulv31_load_p4ulv31,p4ulv31,0,load_p4ulv31,0,ABC,
p4ulv32_load_p4ulv32,p4ulv32,0,load_p4ulv32,0,ABC,
p4ulv35_load_p4ulv35,p4ulv35,0,load_p4ulv35,0,ABC,
p4ulv36_load_p4ulv36,p4ulv36,0,load_p4ulv36,0,A,
p4ulv36_load_p4ulv41,p4ulv36,0,load_p4ulv41,0,A,
p4udm0_p4ulv1,p4udm0,0,p4ulv1,0,B,
p4udt0lv_p4udm0,p4udt0lv,0,p4udm0,0,B,
p4udm1_p4ulv29,p4udm1,0,p4ulv29,0,B,
p4udt0lv_p4udm1,p4udt0lv,0,p4udm1,0,B,
p4udm13_p4ulv8,p4udm13,0,p4ulv8,0,A,
p4udt7lv_p4udm13,p4udt7lv,0,p4udm13,0,A,
p4udm14_p4ulv36,p4udm14,0,p4ulv36,0,A,
p4udt7lv_p4udm14,p4udt7lv,0,p4udm14,0,A,
p4udt10lv_p4ulv12,p4udt10lv,0,p4ulv12,0,C,
p4udt11lv_p4ulv13,p4udt11lv,0,p4ulv13,0,B,
p4udt12lv_p4ulv14,p4udt12lv,0,p4ulv14,0,B,
p4udt13lv_p4ulv15,p4udt13lv,0,p4ulv15,0,A,
p4udt17lv_p4ulv19,p4udt17lv,0,p4ulv19,0,B,
p4udt13-p4udt7xx_p4udt13-p4udt7x,p4udt13-p4udt7xx,0,p4udt13-p4udt7x,0,A,
p4udt23-p4udt7xx_p4udt7,p4udt23-p4udt7xx,0,p4udt7,0,A,
p4udt10-p4udt23x_p4udt10,p4udt10-p4udt23x,0,p4udt10,0,C,
p4udt2-p4udt26x_p4udt2-p4udt26x_b1_1,p4udt2-p4udt26x,0,p4udt2-p4udt26x_b1_1,0,ABC,
p4udt12-p4udt26x_p4udt26,p4udt12-p4udt26x,0,p4udt26,0,ABC,
p4udt12-p4udt8x_p4udt12,p4udt12-p4udt8x,0,p4udt12,0,ABC,
p4udt0-p4udt8x_p4udt8,p4udt0-p4udt8x,0,p4udt8,0,ABC,
p4udt0-p4uhs0_4x_p4udt0,p4udt0-p4uhs0_4x,0,p4udt0,0,ABC,
p4udt8lv_p4ulv9,p4udt8lv,0,p4ulv9,0,ABC,
p4udt26lv_p4ulv35,p4udt26lv,0,p4ulv35,0,ABC,
p4udm5_p4ulv32,p4udm5,0,p4ulv32,0,ABC,
p4udm4_p4ulv3,p4udm4,0,p4ulv3,0,ABC,
p4udm5_p4udm4,p4udm5,0,p4udm4,0,ABC,
p4udt2lv_p4udm5,p4udt2lv,0,p4udm5,0,ABC,
p4udt1lv_p4ulv2,p4udt1lv,0,p4ulv2,0,ABC,
p4udt1lv_p4ulv11,p4udt1lv,0,p4ulv11,0,ABC,
p4udt1-p4udt17x_p4udt1,p4udt1-p4udt17x,0,p4udt1,0,ABC,
p4udt17-p4udt2x_p4udt17,p4udt17-p4udt2x,0,p4udt17,0,ABC,
p4udt23lv_p4ulv31,p4udt23lv,0,p4ulv31,0,ABC,
p4udt23-p4udt26x_p4udt23,p4udt23-p4udt26x,0,p4udt23,0,ABC,
p4udt11-p4udt14x_p4udt11-p4udt14xx,p4udt11-p4udt14x,0,p4udt11-p4udt14xx,0,ABC,
p4udt11-p4udt14xx_p4udt11-p4udt14xxx,p4udt11-p4udt14xx,0,p4udt11-p4udt14xxx,0,ABC,
p4udt0-p4udt11x_p4udt0-p4udt11xx,p4udt0-p4udt11x,0,p4udt0-p4udt11xx,0,ABC,
p4udt0-p4udt11xx_p4udt11,p4udt0-p4udt11xx,0,p4udt11,0,ABC,
p4udt14lv_p4ulv16,p4udt14lv,0,p4ulv16,0,ABC,
p4udt7_p4udt13-p4udt7xx,p4udt7,0,p4udt13-p4udt7xx,0,A,
p4udt13-p4udt7x_p4udt13,p4udt13-p4udt7x,0,p4udt13,0,A,
p4udt11_p4udt11-p4udt14x,p4udt11,0,p4udt11-p4udt14x,0,ABC,
p4udt11-p4udt14xxx_p4udt14,p4udt11-p4udt14xxx,0,p4udt14,0,ABC,
p4udt2_p4udt2-p4udt6x,p4udt2,0,p4udt2-p4udt6x,0,ABC,
p4udt23-p4udt7x_p4udt23-p4udt7xx,p4udt23-p4udt7x,0,p4udt23-p4udt7xx,0,A,
p4udt10-p4udt23xx_p4udt10-p4udt23x,p4udt10-p4udt23xx,0,p4udt10-p4udt23x,0,C,
p4udt0_p4udt0-p4udt11x,p4udt0,0,p4udt0-p4udt11x,0,ABC,
p4udt26_p4udt2-p4udt26x,p4udt26,0,p4udt2-p4udt26x,0,ABC,
p4udt8_p4udt12-p4udt8x,p4udt8,0,p4udt12-p4udt8x,0,ABC,
p4udt2_p4udt17-p4udt2x,p4udt2,0,p4udt17-p4udt2x,0,ABC,
p4udt12_p4udt12-p4udt26x,p4udt12,0,p4udt12-p4udt26x,0,ABC,
p4udt26_p4udt23-p4udt26x,p4udt26,0,p4udt23-p4udt26x,0,ABC,
p4udt0_p4udt0-p4udt8x,p4udt0,0,p4udt0-p4udt8x,0,ABC,
p4udt17_p4udt1-p4udt17x,p4udt17,0,p4udt1-p4udt17x,0,ABC,
p4udt23_p4udt23-p4udt7x,p4udt23,0,p4udt23-p4udt7x,0,A,
p4udt23_p4udt10-p4udt23xx,p4udt23,0,p4udt10-p4udt23xx,0,C,
p4udt0_p4udt0lv,p4udt0,0,p4udt0lv,0,B,
p4udt1_p4udt1lv,p4udt1,0,p4udt1lv,0,ABC,
p4udt2_p4udt2lv,p4udt2,0,p4udt2lv,0,ABC,
p4udt7_p4udt7lv,p4udt7,0,p4udt7lv,0,A,
p4udt8_p4udt8lv,p4udt8,0,p4udt8lv,0,ABC,
p4udt10_p4udt10lv,p4udt10,0,p4udt10lv,0,C,
p4udt11_p4udt11lv,p4udt11,0,p4udt11lv,0,B,
p4udt12_p4udt12lv,p4udt12,0,p4udt12lv,0,B,
p4udt13_p4udt13lv,p4udt13,0,p4udt13lv,0,A,
p4udt14_p4udt14lv,p4udt14,0,p4udt14lv,0,ABC,
p4udt17_p4udt17lv,p4udt17,0,p4udt17lv,0,B,
p4udt23_p4udt23lv,p4udt23,0,p4udt23lv,0,ABC,
p4udt26_p4udt26lv,p4udt26,0,p4udt26lv,0,ABC,
p4udt2-p4udt26x_b1_1_p4udt2-p4udt26x_b2_1,p4udt2-p4udt26x_b1_1,0,p4udt2-p4udt26x_b2_1,0,ABC,
p4udt2-p4udt26x_b2_1_p4udt2,p4udt2-p4udt26x_b2_1,0,p4udt2,0,ABC,
FEEDER=p4uhs0_4->p4udt6,p4udt6-p4uhs0_4x,1
p4ulv4_load_p4ulv4,p4ulv4,0,load_p4ulv4,0,ABC,
p4ulv7_load_p4ulv7,p4ulv7,0,load_p4ulv7,0,ABC,
p4ulv39_load_p4ulv39,p4ulv39,0,load_p4ulv39,0,ABC,
p4udt6-p4uhs0_4x_p4udt6,p4udt6-p4uhs0_4x,0,p4udt6,0,ABC,
p4udt6lv_p4ulv7,p4udt6lv,0,p4ulv7,0,ABC,
p4udt3lv_p4ulv4,p4udt3lv,0,p4ulv4,0,ABC,
p4udt3-p4udt6x_p4udt3,p4udt3-p4udt6x,0,p4udt3,0,ABC,
p4udt28lv_p4ulv39,p4udt28lv,0,p4ulv39,0,ABC,
p4udt28-p4udt6x_p4udt28,p4udt28-p4udt6x,0,p4udt28,0,ABC,
p4udt2-p4udt6x_p4udt6,p4udt2-p4udt6x,0,p4udt6,0,ABC,
p4udt6_p4udt28-p4udt6x,p4udt6,0,p4udt28-p4udt6x,0,ABC,
p4udt6_p4udt3-p4udt6x,p4udt6,0,p4udt3-p4udt6x,0,ABC,
p4udt3_p4udt3lv,p4udt3,0,p4udt3lv,0,ABC,
p4udt6_p4udt6lv,p4udt6,0,p4udt6lv,0,ABC,
p4udt28_p4udt28lv,p4udt28,0,p4udt28lv,0,ABC,
p4uts0_69-st_matxx_p4uts0_69-st_matx,p4uts0_69-st_matxx,0,p4uts0_69-st_matx,0,ABC,
FEEDER=p4uhs0_4->p4udt4,p4udt4-p4uhs0_4x,1
p4ulv5_load_p4ulv5,p4ulv5,0,load_p4ulv5,0,B,
p4ulv6_load_p4ulv6,p4ulv6,0,load_p4ulv6,0,A,
p4ulv10_load_p4ulv10,p4ulv10,0,load_p4ulv10,0,A,
p4ulv17_load_p4ulv17,p4ulv17,0,load_p4ulv17,0,B,
p4ulv18_load_p4ulv18,p4ulv18,0,load_p4ulv18,0,C,
p4ulv20_load_p4ulv20,p4ulv20,0,load_p4ulv20,0,ABC,
p4ulv21_load_p4ulv21,p4ulv21,0,load_p4ulv21,0,C,
p4ulv22_load_p4ulv22,p4ulv22,0,load_p4ulv22,0,C,
p4ulv23_load_p4ulv23,p4ulv23,0,load_p4ulv23,0,C,
p4ulv24_load_p4ulv24,p4ulv24,0,load_p4ulv24,0,C,
p4ulv25_load_p4ulv25,p4ulv25,0,load_p4ulv25,0,C,
p4ulv26_load_p4ulv26,p4ulv26,0,load_p4ulv26,0,C,
p4ulv27_load_p4ulv27,p4ulv27,0,load_p4ulv27,0,ABC,
p4ulv28_load_p4ulv28,p4ulv28,0,load_p4ulv28,0,ABC,
p4ulv30_load_p4ulv30,p4ulv30,0,load_p4ulv30,0,B,
p4ulv33_load_p4ulv33,p4ulv33,0,load_p4ulv33,0,ABC,
p4ulv34_load_p4ulv34,p4ulv34,0,load_p4ulv34,0,A,
p4ulv37_load_p4ulv37,p4ulv37,0,load_p4ulv37,0,B,
p4ulv38_load_p4ulv38,p4ulv38,0,load_p4ulv38,0,B,
p4ulv40_load_p4ulv40,p4ulv40,0,load_p4ulv40,0,A,
p4udm7_p4ulv5,p4udm7,0,p4ulv5,0,B,
p4udm9_p4ulv38,p4udm9,0,p4ulv38,0,B,
p4udm7_p4udm9,p4udm7,0,p4udm9,0,B,
p4udt4lv_p4udm7,p4udt4lv,0,p4udm7,0,B,
p4udm8_p4ulv30,p4udm8,0,p4ulv30,0,B,
p4udt4lv_p4udm8,p4udt4lv,0,p4udm8,0,B,
p4udt5lv_p4ulv6,p4udt5lv,0,p4ulv6,0,A,
p4udm11_p4ulv40,p4udm11,0,p4ulv40,0,A,
p4udt5lv_p4udm11,p4udt5lv,0,p4udm11,0,A,
p4udt9lv_p4ulv10,p4udt9lv,0,p4ulv10,0,A,
p4udt15lv_p4ulv17,p4udt15lv,0,p4ulv17,0,B,
p4udt16lv_p4ulv22,p4udt16lv,0,p4ulv22,0,C,
p4udm23_p4ulv18,p4udm23,0,p4ulv18,0,C,
p4udt16lv_p4udm23,p4udt16lv,0,p4udm23,0,C,
p4udm24_p4ulv21,p4udm24,0,p4ulv21,0,C,
p4udt16lv_p4udm24,p4udt16lv,0,p4udm24,0,C,
p4udt19lv_p4ulv23,p4udt19lv,0,p4ulv23,0,C,
p4udm29_p4ulv24,p4udm29,0,p4ulv24,0,C,
p4udt19lv_p4udm29,p4udt19lv,0,p4udm29,0,C,
p4udt20lv_p4ulv26,p4udt20lv,0,p4ulv26,0,C,
p4udm30_p4ulv25,p4udm30,0,p4ulv25,0,C,
p4udt20lv_p4udm30,p4udt20lv,0,p4udm30,0,C,
p4udt25lv_p4ulv34,p4udt25lv,0,p4ulv34,0,A,
p4udt27lv_p4ulv37,p4udt27lv,0,p4ulv37,0,B,
p4udt16-p4udt21xx_p4udt16-p4udt21x,p4udt16-p4udt21xx,0,p4udt16-p4udt21x,0,C,
p4udt18-p4udt25xx_p4udt25,p4udt18-p4udt25xx,0,p4udt25,0,A,
p4udt19-p4udt20x_p4udt19,p4udt19-p4udt20x,0,p4udt19,0,C,
p4udt20-p4udt27x_p4udt20,p4udt20-p4udt27x,0,p4udt20,0,C,
p4udt24lv_p4ulv33,p4udt24lv,0,p4ulv33,0,ABC,
p4udt24-p4udt4x_p4udt24,p4udt24-p4udt4x,0,p4udt24,0,ABC,
p4udt18lv_p4ulv20,p4udt18lv,0,p4ulv20,0,ABC,
p4udt22lv_p4ulv28,p4udt22lv,0,p4ulv28,0,ABC,
p4udt21lv_p4ulv27,p4udt21lv,0,p4ulv27,0,ABC,
p4udt21-p4udt9x_p4udt21,p4udt21-p4udt9x,0,p4udt21,0,ABC,
p4udt15-p4udt9x_p4udt9,p4udt15-p4udt9x,0,p4udt9,0,ABC,
p4udt15-p4udt22x_p4udt15,p4udt15-p4udt22x,0,p4udt15,0,ABC,
p4udt22-p4udt5x_p4udt22,p4udt22-p4udt5x,0,p4udt22,0,ABC,
p4udt18-p4udt5x_p4udt5,p4udt18-p4udt5x,0,p4udt5,0,ABC,
p4udt18-p4udt27x_p4udt18,p4udt18-p4udt27x,0,p4udt18,0,ABC,
p4udt27-p4udt4x_p4udt27,p4udt27-p4udt4x,0,p4udt27,0,ABC,
p4udt4-p4uhs0_4x_p4udt4,p4udt4-p4uhs0_4x,0,p4udt4,0,ABC,
p4udt16-p4udt21xxx_p4udt16-p4udt21xx,p4udt16-p4udt21xxx,0,p4udt16-p4udt21xx,0,C,
p4udt16-p4udt21x_p4udt16,p4udt16-p4udt21x,0,p4udt16,0,C,
p4udt18-p4udt25x_p4udt18-p4udt25xx,p4udt18-p4udt25x,0,p4udt18-p4udt25xx,0,A,
