,phases,windings,wdg,bus,conn,kV,kVA,tap,%R,Rneut,Xneut,buses,conns,kVs,kVAs,taps,XHL,XHT,XLT,Xscarray,thermal,n,m,flrise,hsrise,%loadloss,%noloadloss,normhkVA,emerghkVA,sub,MaxTap,MinTap,NumTaps,subname,%imag,ppm_antifloat,%Rs,bank,XfmrCode,XRConst,X12,X13,X23,LeadLag,WdgCurrents,Core,RdcOhms,Seasons,Ratings,normamps,emergamps,faultrate,pctperm,repair,basefreq,enabled,like
Transformer.tr(r:rdt93-rdt93lv),1,3,3,rdt93lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt93.2', 'rdt93lv.1.0', 'rdt93lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.4484467, (-147.51), 13.01184, (31.488), 13.00858, (31.516), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt94-rdt94lv),1,3,3,rdt94lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt94.2', 'rdt94lv.1.0', 'rdt94lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.3824113, (-148.24), 11.22034, (31.07), 11.21716, (31.097), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt95-rdt95lv),1,3,3,rdt95lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt95.1', 'rdt95lv.1.0', 'rdt95lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.458099, (-27.868), 43.0568, (151.64), 43.03978, (151.68), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt96-rdt96lv),1,3,3,rdt96lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt96.3', 'rdt96lv.1.0', 'rdt96lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.5511834, (94.574), 16.0854, (-86.179), 16.08087, (-86.144), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt97-rdt97lv),1,3,3,rdt97lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt97.3', 'rdt97lv.1.0', 'rdt97lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.8227853, (104.52), 24.20448, (-75.798), 24.19817, (-75.743), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt98-rdt98lv),1,3,3,rdt98lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt98.3', 'rdt98lv.1.0', 'rdt98lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.8054171, (109.48), 23.67314, (-70.744), 23.66884, (-70.69), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt99-rdt99lv),1,3,3,rdt99lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt99.3', 'rdt99lv.1.0', 'rdt99lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.8480689, (110.89), 24.95069, (-69.3), 24.94652, (-69.243), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt100-rdt100lv),1,3,3,rdt100lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt100.2', 'rdt100lv.1.0', 'rdt100lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.7732732, (-129.24), 22.70727, (50.556), 22.70352, (50.608), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt101-rdt101lv),1,3,3,rdt101lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt101.2', 'rdt101lv.1.0', 'rdt101lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.6848354, (-145.05), 20.09539, (34.344), 20.08843, (34.387), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt102-rdt102lv),1,3,3,rdt102lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt102.3', 'rdt102lv.1.0', 'rdt102lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.9353736, (104.25), 27.30801, (-76.187), 27.30373, (-76.156), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt103-rdt103lv),1,3,3,rdt103lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt103.2', 'rdt103lv.1.0', 'rdt103lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.3298091, (-146.9), 9.638752, (32.34), 9.636444, (32.363), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt104-rdt104lv),1,3,3,rdt104lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt104.1', 'rdt104lv.1.0', 'rdt104lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.2373723, (-27.651), 6.866808, (151.25), 6.865503, (151.27), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt105-rdt105lv),1,3,3,rdt105lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt105.2', 'rdt105lv.1.0', 'rdt105lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.9838217, (-148.44), 29.08247, (31.079), 29.06659, (31.139), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt106-rdt106lv),1,3,3,rdt106lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt106.1', 'rdt106lv.1.0', 'rdt106lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.747817, (-18.126), 51.69673, (161.59), 51.68038, (161.64), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt107-rdt107lv),1,3,3,rdt107lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt107.1', 'rdt107lv.1.0', 'rdt107lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1725533, (-27.455), 4.921877, (151.03), 4.921149, (151.04), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt108-rdt108lv),1,3,3,rdt108lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt108.1', 'rdt108lv.1.0', 'rdt108lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1560805, (-27.875), 4.428813, (150.42), 4.428199, (150.43), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt109-rdt109lv),1,3,3,rdt109lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt109.2', 'rdt109lv.1.0', 'rdt109lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.516145, (-125.47), 44.99258, (54.434), 44.98426, (54.534), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt110-rdt110lv),1,3,3,rdt110lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt110.2', 'rdt110lv.1.0', 'rdt110lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.7600217, (-147.27), 22.10636, (31.82), 22.10177, (31.843), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt111-rdt111lv),1,3,3,rdt111lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt111.2', 'rdt111lv.1.0', 'rdt111lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.5428057, (-124.47), 15.78736, (55.4), 15.78632, (55.438), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt112-rdt112lv),1,3,3,rdt112lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt112.2', 'rdt112lv.1.0', 'rdt112lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.365401, (-148.3), 40.27865, (31.169), 40.26342, (31.21), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt113-rdt113lv),1,3,3,rdt113lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt113.3', 'rdt113lv.1.0', 'rdt113lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.6430847, (90.862), 18.85826, (-89.874), 18.85133, (-89.834), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt114-rdt114lv),1,3,3,rdt114lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt114.3', 'rdt114lv.1.0', 'rdt114lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.07991013, (94.626), 2.139057, (-88.584), 2.138885, (-88.579), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt115-rdt115lv),1,3,3,rdt115lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt115.3', 'rdt115lv.1.0', 'rdt115lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.3812482, (91.669), 11.18515, (-89.023), 11.18203, (-88.997), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt116-rdt116lv),1,3,3,rdt116lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt116.1', 'rdt116lv.1.0', 'rdt116lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.7892203, (-28.337), 23.24052, (151.07), 23.23036, (151.12), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt117-rdt117lv),1,3,3,rdt117lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt117.2', 'rdt117lv.1.0', 'rdt117lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.4410784, (-127.04), 12.73723, (52.703), 12.73622, (52.734), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt118-rdt118lv),1,3,3,rdt118lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt118.2', 'rdt118lv.1.0', 'rdt118lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.293489, (-147.51), 8.363096, (30.942), 8.361718, (30.961), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt119-rdt119lv),1,3,3,rdt119lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt119.2', 'rdt119lv.1.0', 'rdt119lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.3735513, (-147.76), 10.76581, (31.027), 10.76353, (31.05), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt120-rdt120lv),1,3,3,rdt120lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt120.3', 'rdt120lv.1.0', 'rdt120lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.3815204, (91.62), 11.19351, (-89.072), 11.19038, (-89.045), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt121-rdt121lv),1,3,3,rdt121lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt121.3', 'rdt121lv.1.0', 'rdt121lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.07995618, (94.573), 2.140635, (-88.633), 2.140462, (-88.627), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt122-rdt122lv),1,3,3,rdt122lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt122.2', 'rdt122lv.1.0', 'rdt122lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.3104464, (-148.35), 8.875275, (30.145), 8.873692, (30.165), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt123-rdt123lv),1,3,3,rdt123lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt123.2', 'rdt123lv.1.0', 'rdt123lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.5346384, (-127.57), 15.54485, (52.199), 15.54334, (52.236), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt124-rdt124lv),1,3,3,rdt124lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt124.3', 'rdt124lv.1.0', 'rdt124lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.072883, (101.58), 31.71785, (-78.721), 31.7055, (-78.651), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt125-rdt125lv),1,3,3,rdt125lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt125.1', 'rdt125lv.1.0', 'rdt125lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.6290609, (-29.451), 18.43899, (149.79), 18.43227, (149.82), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt126-rdt126lv),1,3,3,rdt126lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt126.1', 'rdt126lv.1.0', 'rdt126lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.5949707, (-27.027), 17.40576, (152.23), 17.40016, (152.26), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt127-rdt127lv),1,3,3,rdt127lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt127.1', 'rdt127lv.1.0', 'rdt127lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.3278887, (-26.87), 9.580686, (152.36), 9.578415, (152.38), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt128-rdt128lv),1,3,3,rdt128lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt128.1', 'rdt128lv.1.0', 'rdt128lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.3809124, (-28.184), 11.17483, (151.12), 11.17172, (151.15), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt129-rdt129lv),1,3,3,rdt129lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt129.3', 'rdt129lv.1.0', 'rdt129lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1380194, (92.166), 3.886889, (-89.762), 3.886398, (-89.752), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt130-rdt130lv),1,3,3,rdt130lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt130.3', 'rdt130lv.1.0', 'rdt130lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.382409, (91.643), 11.22013, (-89.047), 11.21696, (-89.02), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt131-rdt131lv),1,3,3,rdt131lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt131.3', 'rdt131lv.1.0', 'rdt131lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.418502, (114.87), 12.26948, (-65.246), 12.26828, (-65.214), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt132-rdt132lv),1,3,3,rdt132lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt132.1', 'rdt132lv.1.0', 'rdt132lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.5902915, (-16.294), 17.22987, (163.24), 17.22638, (163.28), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
