,bus1,bus2,linecode,length,phases,r1,x1,r0,x0,C1,C0,rmatrix,xmatrix,cmatrix,Switch,Rg,Xg,rho,geometry,units,spacing,wires,EarthModel,cncables,tscables,B1,B0,Seasons,Ratings,LineType,normamps,emergamps,faultrate,pctperm,repair,basefreq,enabled,like
Line.l(r:p1rlv2-rdm1),rdm1.1.2,p1rlv2.1.2,1P_UG_AL_1/0_Brenau_2,0.0183837,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv448-rdt226lv),rdt226lv.1.2,p1rlv448.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.0142983,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p1rlv451-rdt227lv),rdt227lv.1.2,p1rlv451.1.2,1P_OH_AL_4/0_Zuzara_2,0.0343551,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv456-rdt232lv),rdt232lv.1.2,p1rlv456.1.2,1P_OH_AL_4_Periwinkle_2,0.001,2,----,----,----,----,----,----,['1.760967 |0.3959667 1.760967'],['0.6698333 |0.5686333 0.6698333'],['36.92503 |-17.55897 36.92503'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv458-rdt234lv),rdt234lv.1.2,p1rlv458.1.2,1P_OH_AL_4/0_Zuzara_2,0.0347797,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv459-rdt235lv),rdt235lv.1.2,p1rlv459.1.2,1P_OH_AL_4/0_Zuzara_2,0.0502844,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv460-rdt236lv),rdt236lv.1.2,p1rlv460.1.2,1P_OH_AL_4/0_Zuzara_2,0.079983,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv461-rdt237lv),rdt237lv.1.2,p1rlv461.1.2,1P_OH_AL_4/0_Zuzara_2,0.0446087,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv462-rdt238lv),rdt238lv.1.2,p1rlv462.1.2,1P_OH_AL_4_Periwinkle_2,0.001,2,----,----,----,----,----,----,['1.760967 |0.3959667 1.760967'],['0.6698333 |0.5686333 0.6698333'],['36.92503 |-17.55897 36.92503'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv463-rdt239lv),rdt239lv.1.2,p1rlv463.1.2,1P_UG_AL_1/0_Brenau_2,0.0759464,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv465-rdt241lv),rdt241lv.1.2,p1rlv465.1.2,1P_OH_AL_4/0_Zuzara_2,0.0597629,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv466-rdt241lv),rdt241lv.1.2,p1rlv466.1.2,1P_OH_AL_4/0_Zuzara_2,0.0278476,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv467-rdt241lv),rdt241lv.1.2,p1rlv467.1.2,1P_OH_AL_2/0_Rucina_2,0.017634,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv468-rdt241lv),rdt241lv.1.2,p1rlv468.1.2,1P_OH_AL_4/0_Zuzara_2,0.0707266,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv469-rdt241lv),rdt241lv.1.2,p1rlv469.1.2,1P_OH_AL_4/0_Zuzara_2,0.0359859,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv473-rdt242lv),rdt242lv.1.2,p1rlv473.1.2,1P_OH_AL_4/0_Zuzara_2,0.0582194,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv470-rdm469),rdm469.1.2,p1rlv470.1.2,1P_OH_AL_4/0_Zuzara_2,0.0844014,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv471-rdm470),rdm470.1.2,p1rlv471.1.2,1P_OH_AL_4/0_Zuzara_2,0.0309483,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:rdm469-rdm470),rdm469.1.2,rdm470.1.2,1P_OH_AL_2/0_Rucina_2,0.0198528,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:rdm469-rdt242lv),rdt242lv.1.2,rdm469.1.2,1P_OH_AL_2/0_Rucina_2,0.0198528,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv472-rdm471),rdm471.1.2,p1rlv472.1.2,1P_OH_AL_4/0_Zuzara_2,0.0680666,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv474-rdm473),rdm473.1.2,p1rlv474.1.2,1P_OH_AL_4/0_Zuzara_2,0.0491098,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:rdm471-rdm473),rdm471.1.2,rdm473.1.2,1P_OH_AL_2/0_Rucina_2,0.0198528,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:rdm471-rdt242lv),rdt242lv.1.2,rdm471.1.2,1P_OH_AL_2/0_Rucina_2,0.0198655,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv478-rdt244lv),rdt244lv.1.2,p1rlv478.1.2,1P_OH_AL_4/0_Zuzara_2,0.0872492,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv479-rdt244lv),rdt244lv.1.2,p1rlv479.1.2,1P_OH_AL_4/0_Zuzara_2,0.0551038,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv476-rdm475),rdm475.1.2,p1rlv476.1.2,1P_OH_AL_4/0_Zuzara_2,0.0495885,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv477-rdm475),rdm475.1.2,p1rlv477.1.2,1P_OH_AL_4/0_Zuzara_2,0.102844,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:rdm475-rdt244lv),rdt244lv.1.2,rdm475.1.2,1P_OH_AL_2/0_Rucina_2,0.0198528,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv480-rdm479),rdm479.1.2,p1rlv480.1.2,1P_OH_AL_4/0_Zuzara_2,0.0442872,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv482-rdm480),rdm480.1.2,p1rlv482.1.2,1P_OH_AL_4/0_Zuzara_2,0.0325282,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:rdm479-rdm480),rdm479.1.2,rdm480.1.2,1P_OH_AL_2/0_Rucina_2,0.0198655,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:rdm479-rdt244lv),rdt244lv.1.2,rdm479.1.2,1P_OH_AL_2/0_Rucina_2,0.0198528,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv483-rdm481),rdm481.1.2,p1rlv483.1.2,1P_OH_AL_4/0_Zuzara_2,0.047563,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:rdm481-rdt245lv),rdt245lv.1.2,rdm481.1.2,1P_OH_AL_2/0_Rucina_2,0.019856,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv484-rdm482),rdm482.1.2,p1rlv484.1.2,1P_OH_AL_4/0_Zuzara_2,0.0433415,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:rdm482-rdt245lv),rdt245lv.1.2,rdm482.1.2,1P_OH_AL_2/0_Rucina_2,0.0198623,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv487-rdt246lv),rdt246lv.1.2,p1rlv487.1.2,1P_OH_AL_4/0_Zuzara_2,0.0692978,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv485-rdm483),rdm483.1.2,p1rlv485.1.2,1P_OH_AL_4/0_Zuzara_2,0.0434478,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:rdm483-rdt246lv),rdt246lv.1.2,rdm483.1.2,1P_OH_AL_4/0_Zuzara_2,0.0315473,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv486-rdm484),rdm484.1.2,p1rlv486.1.2,1P_OH_AL_4/0_Zuzara_2,0.0409756,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:rdm484-rdt246lv),rdt246lv.1.2,rdm484.1.2,1P_OH_AL_4/0_Zuzara_2,0.0330684,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv488-rdt247lv),rdt247lv.1.2,p1rlv488.1.2,1P_OH_AL_4_Periwinkle_2,0.001,2,----,----,----,----,----,----,['1.760967 |0.3959667 1.760967'],['0.6698333 |0.5686333 0.6698333'],['36.92503 |-17.55897 36.92503'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv489-rdt248lv),rdt248lv.1.2,p1rlv489.1.2,1P_UG_AL_1/0_Brenau_2,0.001,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv490-rdm488),rdm488.1.2,p1rlv490.1.2,1P_OH_AL_4/0_Zuzara_2,0.0557933,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:rdm488-rdt249lv),rdt249lv.1.2,rdm488.1.2,1P_OH_AL_2/0_Rucina_2,0.0213246,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv491-rdm489),rdm489.1.2,p1rlv491.1.2,1P_OH_AL_4/0_Zuzara_2,0.100086,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:rdm489-rdt249lv),rdt249lv.1.2,rdm489.1.2,1P_OH_AL_2/0_Rucina_2,0.0106808,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv492-rdm490),rdm490.1.2,p1rlv492.1.2,1P_OH_AL_4/0_Zuzara_2,0.0568884,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv496-rdm491),rdm491.1.2,p1rlv496.1.2,1P_UG_AL_1/0_Brenau_2,0.0318821,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:rdm490-rdm491),rdm490.1.2,rdm491.1.2,1P_OH_AL_4/0_Zuzara_2,0.0737892,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:rdm490-rdt250lv),rdt250lv.1.2,rdm490.1.2,1P_OH_AL_2/0_Rucina_2,0.0246299,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv498-rdm492),rdm492.1.2,p1rlv498.1.2,1P_OH_AL_4/0_Zuzara_2,0.0306623,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv499-rdm492),rdm492.1.2,p1rlv499.1.2,1P_OH_AL_2/0_Rucina_2,0.0139801,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:rdm492-rdt250lv),rdt250lv.1.2,rdm492.1.2,1P_OH_AL_2/0_Rucina_2,0.00823099,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv493-rdt251lv),rdt251lv.1.2,p1rlv493.1.2,1P_OH_AL_2/0_Rucina_2,0.0111767,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv494-rdm495),rdm495.1.2,p1rlv494.1.2,1P_OH_AL_2/0_Rucina_2,0.0114025,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:rdm495-rdt251lv),rdt251lv.1.2,rdm495.1.2,1P_OH_AL_2/0_Rucina_2,0.0063283,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv495-rdm496),rdm496.1.2,p1rlv495.1.2,1P_UG_AL_1/0_Brenau_2,0.0147987,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:rdm496-rdt251lv),rdt251lv.1.2,rdm496.1.2,1P_OH_AL_2/0_Rucina_2,0.0130307,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv497-rdt252lv),rdt252lv.1.2,p1rlv497.1.2,1P_UG_AL_1/0_Brenau_2,0.0252314,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv500-rdm498),rdm498.1.2,p1rlv500.1.2,1P_OH_AL_4/0_Zuzara_2,0.0566687,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:rdm498-rdt253lv),rdt253lv.1.2,rdm498.1.2,1P_OH_AL_2/0_Rucina_2,0.0193958,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv501-rdm499),rdm499.1.2,p1rlv501.1.2,1P_OH_AL_4/0_Zuzara_2,0.0624903,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:rdm499-rdt253lv),rdt253lv.1.2,rdm499.1.2,1P_OH_AL_2/0_Rucina_2,0.0129467,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv502-rdt254lv),rdt254lv.1.2,p1rlv502.1.2,1P_UG_AL_1/0_Brenau_2,0.0147447,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv506-rdm503),rdm503.1.2,p1rlv506.1.2,1P_UG_AL_1/0_Brenau_2,0.0437111,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv503-rdm501),rdm501.1.2,p1rlv503.1.2,1P_UG_AL_1/0_Brenau_2,0.0252704,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:rdm501-rdm503),rdm503.1.2,rdm501.1.2,1P_UG_AL_1/0_Brenau_2,0.0175283,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:rdm503-rdt255lv),rdt255lv.1.2,rdm503.1.2,1P_UG_AL_2/0_Converse_2,0.00945296,2,----,----,----,----,----,----,['0.7793333 |0.3503333 0.7793333'],['0.4209333 |0.3231333 0.4209333'],['37.42527 |-17.11183 37.42527'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.l(r:p1rlv507-rdm504),rdm504.1.2,p1rlv507.1.2,1P_UG_AL_1/0_Brenau_2,0.0480587,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
