,bus1,bus2,linecode,length,phases,r1,x1,r0,x0,C1,C0,rmatrix,xmatrix,cmatrix,Switch,Rg,Xg,rho,geometry,units,spacing,wires,EarthModel,cncables,tscables,B1,B0,Seasons,Ratings,LineType,normamps,emergamps,faultrate,pctperm,repair,basefreq,enabled,like
Line.l(r:idt1598-idt1655),idt1598.1.2.3,idt1655.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.140471,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:idt1636lv-p1ilv2917),idt1636lv.1.2.3,p1ilv2917.1.2.3,3P_UG_AL_350kcmil_3_2,0.0453841,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:idt198lv-p1ilv530),idt198lv.1.2.3,p1ilv530.1.2.3,3P_UG_AL_350kcmil_3_2,0.0205981,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:idt1649lv-p1ilv2949),idt1649lv.1.2.3,p1ilv2949.1.2.3,3P_UG_AL_350kcmil_3_2,0.0423153,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:idt1649-idt198),idt1649-idt198xx.1.2.3,idt1649-idt198x.1.2.3,3P_UG_AL_3,0.0990726,3,----,----,----,----,----,----,['0.3289333 |0.05923333 0.3289333 |0.05923333 0.05923333 0.3289333'],['0.9076 |0.6647 0.9076 |0.6647 0.6647 0.9076'],['120.289 |-59.026 120.289 |-59.026 -59.026 120.289'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.l(r:idt1636-idt198),idt1636-idt198x.1.2.3,idt1636-idt198xx.1.2.3,3P_UG_AL_3,0.104335,3,----,----,----,----,----,----,['0.3289333 |0.05923333 0.3289333 |0.05923333 0.05923333 0.3289333'],['0.9076 |0.6647 0.9076 |0.6647 0.6647 0.9076'],['120.289 |-59.026 120.289 |-59.026 -59.026 120.289'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.l(r:idt965lv-p1ilv1906),idt965lv.1.2.3,p1ilv1906.1.2.3,3P_UG_AL_350kcmil_3_2,0.0717186,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:idt1087lv-p1ilv2081),idt1087lv.1.2.3,p1ilv2081.1.2.3,3P_UG_AL_350kcmil_3_2,0.0273243,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:idt1397lv-p1ilv2516),idt1397lv.1.2.3,p1ilv2516.1.2.3,3P_UG_AL_350kcmil_3_2,0.0781789,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:idt1179lv-p1ilv2223),idt1179lv.1.2.3,p1ilv2223.1.2.3,3P_UG_AL_350kcmil_3_2,0.023463,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:idt1124lv-p1ilv2142),idt1124lv.1.2.3,p1ilv2142.1.2.3,3P_UG_AL_350kcmil_3_2,0.0232105,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:idt778lv-p1ilv1678),idt778lv.1.2.3,p1ilv1678.1.2.3,3P_UG_AL_350kcmil_3_2,0.0166339,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:idt1112lv-p1ilv2121),idt1112lv.1.2.3,p1ilv2121.1.2.3,3P_UG_AL_350kcmil_3_2,0.0196604,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:idt1112-p1imv39),idt1112-p1imv39x.1.2.3,idt1112-p1imv39xx.1.2.3,3P_UG_AL_3,0.0587342,3,----,----,----,----,----,----,['0.3289333 |0.05923333 0.3289333 |0.05923333 0.05923333 0.3289333'],['0.9076 |0.6647 0.9076 |0.6647 0.6647 0.9076'],['120.289 |-59.026 120.289 |-59.026 -59.026 120.289'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.l(r:idt851lv-p1ilv1766),idt851lv.1.2.3,p1ilv1766.1.2.3,3P_UG_AL_350kcmil_3_2,0.013272,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:idt778-idt851),idt778-idt851x.1.2.3,idt851.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.601885,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:idt897lv-p1ilv1826),idt897lv.1.2.3,p1ilv1826.1.2.3,3P_UG_AL_750kcmil_3_1,0.0117703,3,----,----,----,----,----,----,['0.2296133 |0.1512433 0.2296133 |0.1512433 0.1512433 0.2296133'],['0.54 |0.2955 0.54 |0.2955 0.2955 0.54'],['169.559 |-84.214 169.559 |-84.214 -84.214 169.559'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,550,600,0.1,20,3,60,True,
Line.l(r:idt778-idt897),idt778.1.2.3,idt897.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.238544,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:idt1471lv-p1ilv2629),idt1471lv.1.2.3,p1ilv2629.1.2.3,3P_UG_AL_750kcmil_3_1,0.00797016,3,----,----,----,----,----,----,['0.2296133 |0.1512433 0.2296133 |0.1512433 0.1512433 0.2296133'],['0.54 |0.2955 0.54 |0.2955 0.2955 0.54'],['169.559 |-84.214 169.559 |-84.214 -84.214 169.559'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,550,600,0.1,20,3,60,True,
Line.l(r:idt1397-idt1471),idt1397.1.2.3,idt1471.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.271353,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.padswitch(r:idt1577-idt1583)i_17295,idt1577-idt1583x.2,idt1577-idt1583xx.2,padswitch_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,151,600,0.1,20,3,60,True,
Line.padswitch(r:idt1577-idt1583)i_17296,idt1577-idt1583xxx.2,idt1583.2,padswitch_1_4,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.padswitch(r:idt1087-idt891)i_17301,idt1087-idt891x.3,idt1087-idt891xx.3,padswitch_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,151,600,0.1,20,3,60,True,
Line.padswitch(r:idt1087-idt891)i_17302,idt1087-idt891xxx.3,idt891.3,padswitch_1_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.padswitch(r:idt226-idt228)i_17317,idt226-idt228x.3,idt226-idt228xx.3,padswitch_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,151,600,0.1,20,3,60,True,
Line.padswitch(r:idt226-idt228)i_17318,idt226-idt228xxx.3,idt228.3,padswitch_1_2,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.padswitch(r:idt1124-idt778)i_17305,idt1124.1.2.3,idt1124-idt778x.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:idt1124-idt778)i_17306,idt1124-idt778xx.1.2.3,idt778.1.2.3,padswitch_3_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.padswitch(r:idt1124-idt1179)i_17307,idt1179.1.2.3,idt1124-idt1179xx.1.2.3,padswitch_3_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.padswitch(r:idt1124-idt1179)i_17308,idt1124-idt1179x.1.2.3,idt1124.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:idt1179-idt1397)i_17309,idt1397.1.2.3,idt1179-idt1397xx.1.2.3,padswitch_3_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.padswitch(r:idt1179-idt1397)i_17310,idt1179-idt1397x.1.2.3,idt1179.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:idt1087-idt1397)i_17311,idt1087.1.2.3,idt1087-idt1397x.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:idt1087-idt1397)i_17312,idt1087-idt1397xx.1.2.3,idt1397.1.2.3,padswitch_3_4,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,550,600,0.1,20,3,60,True,
Line.padswitch(r:idt1087-idt965)i_17313,idt965.1.2.3,idt1087-idt965xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:idt1087-idt965)i_17314,idt1087-idt965x.1.2.3,idt1087.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:idt1636-idt965)i_17315,idt1636.1.2.3,idt1636-idt965x.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:idt1636-idt965)i_17316,idt1636-idt965xx.1.2.3,idt965.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:idt1649-idt198)i_17297,idt198.1.2.3,idt1649-idt198xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:idt1649-idt198)i_17298,idt1649-idt198x.1.2.3,idt1649.1.2.3,padswitch_3_2,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.padswitch(r:idt1636-idt198)i_17299,idt1636.1.2.3,idt1636-idt198x.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:idt1636-idt198)i_17300,idt1636-idt198xx.1.2.3,idt198.1.2.3,padswitch_3_2,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.padswitch(r:idt1112-p1imv39)i_17303,idt1112.1.2.3,idt1112-p1imv39x.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:idt1112-p1imv39)i_17304,idt1112-p1imv39xx.1.2.3,p1imv39.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.fuse(r:idt202-idt203)i_18418,idt203.3,idt202-idt203x.3,fuse_1_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.4'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.fuse(r:idt226-idt228)i_18422,idt226.3,idt226-idt228x.3,fuse_1_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.4'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.fuse(r:idt1087-idt891)i_18525,idt1087.3,idt1087-idt891x.3,fuse_1_3,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.4'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.fuse(r:idt1408-idt143)i_18559,idt1408.1,idt1408-idt143x.1,fuse_1_2,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.4'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.fuse(r:idt1577-idt1583)i_18577,idt1577.2,idt1577-idt1583x.2,fuse_1_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.4'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.goab_disswitch(r:idt1598-idt1615)i_18633,idt1615.1.2.3,idt1598-idt1615x.1.2.3,goab_disswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.goab_disswitch(r:idt778-idt851)i_18635,idt778.1.2.3,idt778-idt851x.1.2.3,goab_disswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.goab_disswitch(r:idt778-p1imv40)i_18651,idt778.1.2.3,idt778-p1imv40x.1.2.3,goab_disswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.recloser_disswitch(r:idt1447-idt1615)i_18683,idt1447.1.2.3,idt1447-idt1615x.1.2.3,recloser_3_5,0.001,3,----,----,----,----,----,----,['0.001 |0 0.001 |0 0 0.001'],['0.001 |0 0.001 |0 0 0.001'],['3.499563 |-0.1093613 3.499563 |-0.1093613 -0.1093613 3.499563'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:idt226-ihs3_1247)_disconnect,idt226-ihs3_1247x_b1_1.1.2.3,idt226-ihs3_1247x_b2_1.1.2.3,3P_UG_AL_3_1,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,475,600,0.1,20,3,60,True,
Line.l(r:idt226-ihs3_1247)_cont,idt226-ihs3_1247x_b2_1.1.2.3,idt226.1.2.3,3P_UG_AL_3_1,1.257489,3,----,----,----,----,----,----,['0.3289333 |0.05923333 0.3289333 |0.05923333 0.05923333 0.3289333'],['0.9076 |0.6647 0.9076 |0.6647 0.6647 0.9076'],['120.289 |-59.026 120.289 |-59.026 -59.026 120.289'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,475,600,0.1,20,3,60,True,
