,phases,windings,wdg,bus,conn,kV,kVA,tap,%R,Rneut,Xneut,buses,conns,kVs,kVAs,taps,XHL,XHT,XLT,Xscarray,thermal,n,m,flrise,hsrise,%loadloss,%noloadloss,normhkVA,emerghkVA,sub,MaxTap,MinTap,NumTaps,subname,%imag,ppm_antifloat,%Rs,bank,XfmrCode,XRConst,X12,X13,X23,LeadLag,WdgCurrents,Core,RdcOhms,Seasons,Ratings,normamps,emergamps,faultrate,pctperm,repair,basefreq,enabled,like
Transformer.tr(r:p2udt2808-p2udt2808lv),3,2,2,p2udt2808lv,wye ,0.48,100,1,0.805475,-1,0,"['p2udt2808', 'p2udt2808lv']","['delta', 'wye']","['12.47', '0.48']","['100', '100']","['1', '1']",3.29,35,30,['3.29'],2,.8,.8,65,15,1.61095,0.62,110,150,n,1.1,0.9,32,,0,1,"['0.805475', '0.805475']",,,NO,3.29,35,30,Lag,"0.6504811, (-40.155), 28.52332, (139.61), 0.6504882, (-160.16), 28.52365, (19.608), 0.6505043, (79.845), 28.52439, (-100.39), ",shell,0.005258141,1,['1100'],5.0929,6.9449,0.007,100,36,60,True,
Transformer.tr(r:p2udt3226-p2udt3226lv),3,2,2,p2udt3226lv,wye ,0.48,100,1,0.805475,-1,0,"['p2udt3226', 'p2udt3226lv']","['delta', 'wye']","['12.47', '0.48']","['100', '100']","['1', '1']",3.29,35,30,['3.29'],2,.8,.8,65,15,1.61095,0.62,110,150,n,1.1,0.9,32,,0,1,"['0.805475', '0.805475']",,,NO,3.29,35,30,Lag,"0.7687793, (-38.968), 33.84139, (140.86), 0.7687836, (-158.97), 33.84159, (20.856), 0.7687671, (81.033), 33.84083, (-99.144), ",shell,0.005258141,1,['1100'],5.0929,6.9449,0.007,100,36,60,True,
Transformer.tr(r:p2udt3637-p2udt3637lv),3,2,2,p2udt3637lv,wye ,0.48,100,1,0.805475,-1,0,"['p2udt3637', 'p2udt3637lv']","['delta', 'wye']","['12.47', '0.48']","['100', '100']","['1', '1']",3.29,35,30,['3.29'],2,.8,.8,65,15,1.61095,0.62,110,150,n,1.1,0.9,32,,0,1,"['0.805475', '0.805475']",,,NO,3.29,35,30,Lag,"0.8479625, (-39.796), 37.40719, (140.03), 0.84798, (-159.79), 37.408, (20.031), 0.8479481, (80.206), 37.40653, (-99.968), ",shell,0.005258141,1,['1100'],5.0929,6.9449,0.007,100,36,60,True,
Transformer.tr(r:p2udt3685-p2udt3685lv),3,2,2,p2udt3685lv,wye ,0.48,150,1,1.0784,-1,0,"['p2udt3685', 'p2udt3685lv']","['delta', 'wye']","['12.47', '0.48']","['150', '150']","['1', '1']",3.39,35,30,['3.39'],2,.8,.8,65,15,2.1568,0.516667,165,225,n,1.1,0.9,32,,0,1,"['1.0784', '1.0784']",,,NO,3.39,35,30,Lag,"0.8011473, (-40.361), 35.11193, (139.38), 0.8011421, (-160.36), 35.11169, (19.38), 0.8011311, (79.64), 35.11118, (-100.62), ",shell,0.004693197,1,['1100'],7.6394,10.417,0.007,100,36,60,True,
Transformer.tr(r:p2udt3751-p2udt3751lv),1,3,3,p2udt3751lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['p2udt3751.2', 'p2udt3751lv.1.0', 'p2udt3751lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.280427, (-136.46), 37.65846, (43.192), 37.65032, (43.234), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:p2udt3760-p2udt3760lv),3,2,2,p2udt3760lv,wye ,0.48,300,1,0.91198,-1,0,"['p2udt3760', 'p2udt3760lv']","['delta', 'wye']","['12.47', '0.48']","['300', '300']","['1', '1']",3.76,35,30,['3.76'],2,.8,.8,65,15,1.82396,0.325,330,450,n,1.1,0.9,32,,0,1,"['0.91198', '0.91198']",,,NO,3.76,35,30,Lag,"2.132965, (-43.597), 94.81773, (136.25), 2.132972, (-163.6), 94.81803, (16.251), 2.132918, (76.404), 94.81559, (-103.75), ",shell,0.001984468,1,['1100'],15.279,20.835,0.007,100,36,60,True,
Transformer.tr(r:p2udt3761-p2udt3761lv),3,2,2,p2udt3761lv,wye ,0.48,100,1,0.805475,-1,0,"['p2udt3761', 'p2udt3761lv']","['delta', 'wye']","['12.47', '0.48']","['100', '100']","['1', '1']",3.29,35,30,['3.29'],2,.8,.8,65,15,1.61095,0.62,110,150,n,1.1,0.9,32,,0,1,"['0.805475', '0.805475']",,,NO,3.29,35,30,Lag,"0.6892461, (-39.712), 30.26076, (140.06), 0.6892486, (-159.71), 30.26088, (20.058), 0.6892424, (80.289), 30.26059, (-99.942), ",shell,0.005258141,1,['1100'],5.0929,6.9449,0.007,100,36,60,True,
Transformer.tr(r:p2udt3762-p2udt3762lv),3,2,2,p2udt3762lv,wye ,0.48,150,1,1.0784,-1,0,"['p2udt3762', 'p2udt3762lv']","['delta', 'wye']","['12.47', '0.48']","['150', '150']","['1', '1']",3.39,35,30,['3.39'],2,.8,.8,65,15,2.1568,0.516667,165,225,n,1.1,0.9,32,,0,1,"['1.0784', '1.0784']",,,NO,3.39,35,30,Lag,"0.8641602, (-43.124), 37.95499, (136.56), 0.8641648, (-163.12), 37.9552, (16.561), 0.8641533, (76.877), 37.95467, (-103.44), ",shell,0.004693197,1,['1100'],7.6394,10.417,0.007,100,36,60,True,
Transformer.tr(r:p2udt4200-p2udt4200lv),1,3,3,p2udt4200lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['p2udt4200.1', 'p2udt4200lv.1.0', 'p2udt4200lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.242163, (-7.8947), 36.7719, (171.97), 36.76454, (172.05), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:p2udt4986-p2udt4986lv),3,2,2,p2udt4986lv,wye ,0.48,300,1,0.91198,-1,0,"['p2udt4986', 'p2udt4986lv']","['delta', 'wye']","['12.47', '0.48']","['300', '300']","['1', '1']",3.76,35,30,['3.76'],2,.8,.8,65,15,1.82396,0.325,330,450,n,1.1,0.9,32,,0,1,"['0.91198', '0.91198']",,,NO,3.76,35,30,Lag,"1.508191, (-34.671), 66.67385, (145.26), 1.508204, (-154.67), 66.67443, (25.266), 1.508164, (85.33), 66.6726, (-94.734), ",shell,0.001984468,1,['1100'],15.279,20.835,0.007,100,36,60,True,
Transformer.tr(r:p2udt5788-p2udt5788lv),3,2,2,p2udt5788lv,wye ,0.48,75,1,0.87204,-1,0,"['p2udt5788', 'p2udt5788lv']","['delta', 'wye']","['12.47', '0.48']","['75', '75']","['1', '1']",3.24,35,30,['3.24'],2,.8,.8,65,15,1.74408,0.6,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.87204', '0.87204']",,,NO,3.24,35,30,Lag,"0.3752523, (-40.583), 16.34038, (139.08), 0.3752518, (-160.58), 16.34036, (19.081), 0.3752473, (79.418), 16.34015, (-100.92), ",shell,0.007590236,1,['1100'],3.8197,5.2087,0.007,100,36,60,True,
Transformer.tr(r:p2udt5789-p2udt5789lv),3,2,2,p2udt5789lv,wye ,0.48,150,1,1.0784,-1,0,"['p2udt5789', 'p2udt5789lv']","['delta', 'wye']","['12.47', '0.48']","['150', '150']","['1', '1']",3.39,35,30,['3.39'],2,.8,.8,65,15,2.1568,0.516667,165,225,n,1.1,0.9,32,,0,1,"['1.0784', '1.0784']",,,NO,3.39,35,30,Lag,"0.7969257, (-42.017), 34.92621, (137.67), 0.7969255, (-162.02), 34.9262, (17.673), 0.7969163, (77.983), 34.92578, (-102.33), ",shell,0.004693197,1,['1100'],7.6394,10.417,0.007,100,36,60,True,
Transformer.tr(r:p2udt9646-p2udt9646lv),3,2,2,p2udt9646lv,wye ,0.48,100,1,0.805475,-1,0,"['p2udt9646', 'p2udt9646lv']","['delta', 'wye']","['12.47', '0.48']","['100', '100']","['1', '1']",3.29,35,30,['3.29'],2,.8,.8,65,15,1.61095,0.62,110,150,n,1.1,0.9,32,,0,1,"['0.805475', '0.805475']",,,NO,3.29,35,30,Lag,"0.3938269, (-39.199), 16.96925, (140.43), 0.3938346, (-159.2), 16.96962, (20.432), 0.3938206, (80.803), 16.96896, (-99.568), ",shell,0.005258141,1,['1100'],5.0929,6.9449,0.007,100,36,60,True,
Transformer.tr(r:p2udt9927-p2udt9927lv),3,2,2,p2udt9927lv,wye ,0.48,150,1,1.0784,-1,0,"['p2udt9927', 'p2udt9927lv']","['delta', 'wye']","['12.47', '0.48']","['150', '150']","['1', '1']",3.39,35,30,['3.39'],2,.8,.8,65,15,2.1568,0.516667,165,225,n,1.1,0.9,32,,0,1,"['1.0784', '1.0784']",,,NO,3.39,35,30,Lag,"0.815372, (-39.18), 35.7542, (140.61), 0.8153809, (-159.18), 35.75461, (20.607), 0.8154011, (80.82), 35.75554, (-99.391), ",shell,0.004693197,1,['1100'],7.6394,10.417,0.007,100,36,60,True,
Transformer.tr(r:p2udt11794-p2udt11794lv),3,2,2,p2udt11794lv,wye ,0.48,300,1,0.91198,-1,0,"['p2udt11794', 'p2udt11794lv']","['delta', 'wye']","['12.47', '0.48']","['300', '300']","['1', '1']",3.76,35,30,['3.76'],2,.8,.8,65,15,1.82396,0.325,330,450,n,1.1,0.9,32,,0,1,"['0.91198', '0.91198']",,,NO,3.76,35,30,Lag,"3.476103, (-34.836), 155.2272, (145.14), 3.476124, (-154.83), 155.2281, (25.139), 3.476051, (85.165), 155.2248, (-94.861), ",shell,0.001984468,1,['1100'],15.279,20.835,0.007,100,36,60,True,
Transformer.tr(r:p2udt11798-p2udt11798lv),3,2,2,p2udt11798lv,wye ,0.48,150,1,1.0784,-1,0,"['p2udt11798', 'p2udt11798lv']","['delta', 'wye']","['12.47', '0.48']","['150', '150']","['1', '1']",3.39,35,30,['3.39'],2,.8,.8,65,15,2.1568,0.516667,165,225,n,1.1,0.9,32,,0,1,"['1.0784', '1.0784']",,,NO,3.39,35,30,Lag,"0.3689211, (-55.681), 15.74491, (122.87), 0.3689239, (-175.68), 15.74504, (2.8719), 0.3689151, (64.32), 15.74462, (-117.13), ",shell,0.004693197,1,['1100'],7.6394,10.417,0.007,100,36,60,True,
Transformer.tr(r:p2udt11871-p2udt11871lv),1,3,3,p2udt11871lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['p2udt11871.3', 'p2udt11871lv.1.0', 'p2udt11871lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.402335, (106.77), 11.58234, (-73.776), 11.58096, (-73.748), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:p2udt11876-p2udt11876lv),3,2,2,p2udt11876lv,wye ,0.48,300,1,0.91198,-1,0,"['p2udt11876', 'p2udt11876lv']","['delta', 'wye']","['12.47', '0.48']","['300', '300']","['1', '1']",3.76,35,30,['3.76'],2,.8,.8,65,15,1.82396,0.325,330,450,n,1.1,0.9,32,,0,1,"['0.91198', '0.91198']",,,NO,3.76,35,30,Lag,"2.990226, (-57.997), 133.4972, (121.78), 2.990259, (-178), 133.4987, (1.7767), 2.990169, (62.005), 133.4946, (-118.22), ",shell,0.001984468,1,['1100'],15.279,20.835,0.007,100,36,60,True,
Transformer.tr(r:p2udt11881-p2udt11881lv),3,2,2,p2udt11881lv,wye ,0.48,1000,1,0.798815,-1,0,"['p2udt11881', 'p2udt11881lv']","['delta', 'wye']","['12.47', '0.48']","['1000', '1000']","['1', '1']",5.62,35,30,['5.62'],2,.8,.8,65,15,1.59763,0.2,1100,1500,n,1.1,0.9,32,,0,1,"['0.798815', '0.798815']",,,NO,5.62,35,30,Lag,"5.164998, (-44.291), 230.0345, (135.57), 5.165013, (-164.29), 230.0351, (15.575), 5.164881, (75.71), 230.0292, (-104.43), ",shell,0.0005214664,1,['1100'],50.929,69.449,0.007,100,36,60,True,
Transformer.tr(r:p2udt11906-p2udt11906lv),1,3,3,p2udt11906lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['p2udt11906.3', 'p2udt11906lv.1.0', 'p2udt11906lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"5.11499, (116.83), 152.6778, (-63.259), 152.6507, (-63.094), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:p2udt12007-p2udt12007lv),3,2,2,p2udt12007lv,wye ,0.48,75,1,0.87204,-1,0,"['p2udt12007', 'p2udt12007lv']","['delta', 'wye']","['12.47', '0.48']","['75', '75']","['1', '1']",3.24,35,30,['3.24'],2,.8,.8,65,15,1.74408,0.6,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.87204', '0.87204']",,,NO,3.24,35,30,Lag,"0.4051456, (-39.645), 17.68495, (140.08), 0.4051354, (-159.64), 17.68448, (20.081), 0.4051302, (80.354), 17.68423, (-99.921), ",shell,0.007590236,1,['1100'],3.8197,5.2087,0.007,100,36,60,True,
Transformer.tr(r:p2udt12114-p2udt12114lv),1,3,3,p2udt12114lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['p2udt12114.1', 'p2udt12114lv.1.0', 'p2udt12114lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.66474, (-8.6271), 49.16524, (171.22), 49.1577, (171.27), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:p2udt12128-p2udt12128lv),3,2,2,p2udt12128lv,wye ,0.48,100,1,0.805475,-1,0,"['p2udt12128', 'p2udt12128lv']","['delta', 'wye']","['12.47', '0.48']","['100', '100']","['1', '1']",3.29,35,30,['3.29'],2,.8,.8,65,15,1.61095,0.62,110,150,n,1.1,0.9,32,,0,1,"['0.805475', '0.805475']",,,NO,3.29,35,30,Lag,"0.5743241, (-39.191), 25.09182, (140.56), 0.5743357, (-159.19), 25.09236, (20.564), 0.5743146, (80.811), 25.09138, (-99.436), ",shell,0.005258141,1,['1100'],5.0929,6.9449,0.007,100,36,60,True,
Transformer.tr(r:p2udt12333-p2udt12333lv),1,3,3,p2udt12333lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['p2udt12333.1', 'p2udt12333lv.1.0', 'p2udt12333lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.4571213, (-12.179), 13.22176, (167.37), 13.22007, (167.4), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:p2udt12347-p2udt12347lv),3,2,2,p2udt12347lv,wye ,0.48,75,1,0.87204,-1,0,"['p2udt12347', 'p2udt12347lv']","['delta', 'wye']","['12.47', '0.48']","['75', '75']","['1', '1']",3.24,35,30,['3.24'],2,.8,.8,65,15,1.74408,0.6,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.87204', '0.87204']",,,NO,3.24,35,30,Lag,"0.387632, (-41.045), 16.90147, (138.63), 0.3876355, (-161.05), 16.90163, (18.633), 0.3876333, (78.955), 16.90153, (-101.37), ",shell,0.007590236,1,['1100'],3.8197,5.2087,0.007,100,36,60,True,
